well,z,channel,focus_laplacian_var,focus_normalized_var
B08,2,CONC,9658.18359375,122.18544629113586
B08,2,HOECHST,4760.28515625,88.74445692686277
B08,2,MITO,103900.515625,2236.9594419357627
B08,2,PHAandWGA,38471.84375,840.615295813411
B08,2,SYTO,23109.34375,566.593559844976
B08,3,CONC,10165.8232421875,131.06766210215918
B08,3,HOECHST,5006.681640625,95.15635264107931
B08,3,MITO,108261.1328125,2315.297422134176
B08,3,PHAandWGA,40264.0546875,905.8872932838943
B08,3,SYTO,25164.6953125,613.2370372027192
B08,4,CONC,10643.61328125,134.05312947017495
B08,4,HOECHST,5275.9404296875,97.49565368539156
B08,4,MITO,113154.0390625,2330.038152548796
B08,4,PHAandWGA,42695.5390625,946.8229745291244
B08,4,SYTO,27024.86328125,633.971372073163
B08,5,CONC,11097.6220703125,134.88420595772195
B08,5,HOECHST,5497.6220703125,99.27796297276468
B08,5,MITO,117455.1328125,2324.11421693752
B08,5,PHAandWGA,45025.203125,967.7590087615803
B08,5,SYTO,29116.333984375,641.3345957527724
B08,6,CONC,11387.908203125,132.85015377522876
B08,6,HOECHST,5717.5400390625,98.25990212958887
B08,6,MITO,119888.6171875,2287.062886349
B08,6,PHAandWGA,46099.39453125,966.345990213749
B08,6,SYTO,30857.779296875,636.6212875267561
B08,7,CONC,11660.5546875,128.955495085536
B08,7,HOECHST,5939.880859375,96.12053965934203
B08,7,MITO,122978.046875,2223.829035853464
B08,7,PHAandWGA,47959.7109375,950.7313479544418
B08,7,SYTO,32936.69140625,616.3182268482001
B08,8,CONC,11932.193359375,123.98274734078119
B08,8,HOECHST,6097.09228515625,93.1358475974019
B08,8,MITO,124970.75,2153.872895311665
B08,8,PHAandWGA,49425.9453125,928.8132860405265
B08,8,SYTO,34191.51171875,590.1609900776205
B08,9,CONC,12045.296875,118.71973968788951
B08,9,HOECHST,6257.556640625,89.93464770878174
B08,9,MITO,126442.8828125,2075.825425626894
B08,9,PHAandWGA,50741.87109375,900.2888614726609
B08,9,SYTO,34679.859375,564.6081063836083
B08,10,CONC,12155.470703125,113.63569951118224
