;perturbation;group;grit;compound;conc
851;Velipa_796;10.0;0.24866290960265816;Velipa;10.0
852;Velipa_799;0.333;-0.6443005801548362;Velipa;0.333
853;Velipa_829;0.0333;0.38071127642142877;Velipa;0.0333
854;Velipa_886;0.00833;-0.5006039192472669;Velipa;0.00833
855;Velipa_913;1.0;0.4690949200775551;Velipa;1.0
856;Velipa_925;1.0;-0.06756765128109812;Velipa;1.0
857;Velipa_944;0.00833;-0.1503686654672171;Velipa;0.00833
858;Velipa_976;0.333;0.43509116616604154;Velipa;0.333
859;Vinore_1050;0.333;0.8059056595537978;Vinore;0.333
860;Vinore_1051;1.0;1.144073152151457;Vinore;1.0
861;Vinore_1061;10.0;2.779912551522223;Vinore;10.0
862;Vinore_1089;0.1;0.44019129899340287;Vinore;0.1
863;Vinore_1092;0.0333;0.5644108686651607;Vinore;0.0333
864;Vinore_1098;0.0333;0.44420634579041623;Vinore;0.0333
865;Vinore_1117;0.00833;0.13139307958441127;Vinore;0.00833
866;Vinore_1166;1.0;1.1950962860441479;Vinore;1.0
867;Vinore_1219;0.333;0.7786331169790279;Vinore;0.333
868;Vinore_682;0.1;0.45696986979998194;Vinore;0.1
869;Vinore_691;10.0;2.6358190248662345;Vinore;10.0
870;Vinore_709;0.0333;0.3327949843431254;Vinore;0.0333
871;Vinore_711;1.0;1.1584965574278903;Vinore;1.0
872;Vinore_721;0.333;0.8107653838804973;Vinore;0.333
873;Vinore_761;0.00833;0.3114414992606297;Vinore;0.00833
874;Vinore_773;10.0;2.8575945459051217;Vinore;10.0
875;Vinore_790;0.1;0.4667824813197662;Vinore;0.1
876;Vinore_808;0.00833;0.2727107758009678;Vinore;0.00833
877;Vinore_822;0.0333;0.5726817374067715;Vinore;0.0333
878;Vinore_869;0.333;0.8901162110111202;Vinore;0.333
879;Vinore_876;1.0;1.1268591659294662;Vinore;1.0
880;Vinore_924;0.00833;0.21982156036438036;Vinore;0.00833
881;Vinore_956;10.0;2.661744540595951;Vinore;10.0
882;Vinore_961;0.1;0.40883207654628667;Vinore;0.1
883;[berb]_1003;2.5;0.6859528321620868;[berb];2.5
884;[berb]_1155;2.5;-0.33078876500459853;[berb];2.5
885;[berb]_1163;2.5;1.0540362770409817;[berb];2.5
886;[berb]_164;2.5;0.6833168589671218;[berb];2.5
887;[berb]_199;2.5;1.1057193248788844;[berb];2.5
888;[berb]_332;2.5;0.29906950834184626;[berb];2.5
889;[berb]_426;2.5;0.7964599987385049;[berb];2.5
890;[berb]_53;2.5;-0.30147994204148587;[berb];2.5
891;[berb]_558;2.5;0.26934978934099163;[berb];2.5
892;[berb]_577;2.5;1.1444325111292777;[berb];2.5
893;[berb]_627;2.5;-0.7055170319522073;[berb];2.5
894;[berb]_745;2.5;0.6175041595991957;[berb];2.5
895;[berb]_78;2.5;1.1027200176273506;[berb];2.5
896;[berb]_870;2.5;0.7503416914103036;[berb];2.5
897;[berb]_898;2.5;1.2150427732125137;[berb];2.5
898;[berb]_963;2.5;0.8619742760525885;[berb];2.5
899;[dmso]_1015;0.1;0.27100287941524;[dmso];0.1
900;[dmso]_1021;0.1;-0.3570139010679402;[dmso];0.1
901;[dmso]_1031;0.1;0.4755258807619637;[dmso];0.1
902;[dmso]_104;0.1;-0.09354041808192352;[dmso];0.1
903;[dmso]_1048;0.1;0.567939883456337;[dmso];0.1
904;[dmso]_1058;0.1;0.24097023095970713;[dmso];0.1
905;[dmso]_1072;0.1;0.5372873235760982;[dmso];0.1
906;[dmso]_1084;0.1;0.4362962747360195;[dmso];0.1
907;[dmso]_109;0.1;0.4515664631460259;[dmso];0.1
908;[dmso]_1100;0.1;0.43785405745541306;[dmso];0.1
909;[dmso]_1118;0.1;0.5162522899050924;[dmso];0.1
910;[dmso]_1131;0.1;0.043810741143915234;[dmso];0.1
911;[dmso]_1148;0.1;-0.5791648894917493;[dmso];0.1
912;[dmso]_115;0.1;-0.37588726621317836;[dmso];0.1
913;[dmso]_1157;0.1;0.46378866520422596;[dmso];0.1
914;[dmso]_1174;0.1;0.2495049465186448;[dmso];0.1
915;[dmso]_1176;0.1;0.6078235325217548;[dmso];0.1
916;[dmso]_1183;0.1;0.49969154388428155;[dmso];0.1
917;[dmso]_1190;0.1;0.5503907141263299;[dmso];0.1
918;[dmso]_1208;0.1;0.6339154131415603;[dmso];0.1
919;[dmso]_1222;0.1;0.5214216143202459;[dmso];0.1
920;[dmso]_134;0.1;-0.12594800968740624;[dmso];0.1
921;[dmso]_145;0.1;-0.48684470421497633;[dmso];0.1
922;[dmso]_151;0.1;-0.14110651103640218;[dmso];0.1
923;[dmso]_161;0.1;0.7406066660168065;[dmso];0.1
924;[dmso]_181;0.1;0.43057993254955995;[dmso];0.1
925;[dmso]_189;0.1;-0.47117930101176647;[dmso];0.1
926;[dmso]_2;0.1;-0.5783279720065311;[dmso];0.1
927;[dmso]_20;0.1;-0.5405717871454644;[dmso];0.1
928;[dmso]_215;0.1;-0.004539800836137171;[dmso];0.1
929;[dmso]_224;0.1;-0.38455292165921123;[dmso];0.1
930;[dmso]_256;0.1;0.03043014155915299;[dmso];0.1
931;[dmso]_26;0.1;0.1959421128231999;[dmso];0.1
932;[dmso]_260;0.1;-0.3773570470117289;[dmso];0.1
933;[dmso]_263;0.1;-0.5885019120304675;[dmso];0.1
934;[dmso]_280;0.1;-0.33842495431145625;[dmso];0.1
935;[dmso]_292;0.1;-0.5031662064473746;[dmso];0.1
936;[dmso]_297;0.1;0.496640028549695;[dmso];0.1
937;[dmso]_317;0.1;0.4487716691163576;[dmso];0.1
938;[dmso]_32;0.1;0.31769707375851713;[dmso];0.1
939;[dmso]_344;0.1;0.46118386834906366;[dmso];0.1
940;[dmso]_346;0.1;0.20686434002911155;[dmso];0.1
941;[dmso]_363;0.1;0.059618494257733;[dmso];0.1
942;[dmso]_373;0.1;0.5524644784230325;[dmso];0.1
943;[dmso]_381;0.1;0.5162333412094792;[dmso];0.1
944;[dmso]_397;0.1;-0.12710045588259428;[dmso];0.1
945;[dmso]_406;0.1;0.5432683063326359;[dmso];0.1
946;[dmso]_421;0.1;0.47086405249194785;[dmso];0.1
947;[dmso]_424;0.1;-0.2838681036835566;[dmso];0.1
948;[dmso]_437;0.1;0.2166413450973708;[dmso];0.1
949;[dmso]_451;0.1;0.47088522731191584;[dmso];0.1
950;[dmso]_461;0.1;-0.2147348193047803;[dmso];0.1
951;[dmso]_463;0.1;0.3858319505365828;[dmso];0.1
952;[dmso]_486;0.1;0.20326619215844968;[dmso];0.1
953;[dmso]_497;0.1;0.08660819194468566;[dmso];0.1
954;[dmso]_517;0.1;0.2962408755991188;[dmso];0.1
955;[dmso]_522;0.1;0.5640830689614853;[dmso];0.1
956;[dmso]_527;0.1;0.5314640277007222;[dmso];0.1
957;[dmso]_553;0.1;0.6495798059449216;[dmso];0.1
958;[dmso]_56;0.1;-0.20294564632672824;[dmso];0.1
959;[dmso]_582;0.1;0.47153685809752277;[dmso];0.1
960;[dmso]_587;0.1;0.407801819905719;[dmso];0.1
961;[dmso]_589;0.1;0.6460051668875244;[dmso];0.1
962;[dmso]_600;0.1;0.3792402231063735;[dmso];0.1
963;[dmso]_629;0.1;-0.5831760651915757;[dmso];0.1
964;[dmso]_639;0.1;0.5486046986965988;[dmso];0.1
965;[dmso]_654;0.1;0.4144027255476291;[dmso];0.1
966;[dmso]_656;0.1;0.41419062486368713;[dmso];0.1
967;[dmso]_665;0.1;-0.5627512464314349;[dmso];0.1
968;[dmso]_680;0.1;0.5668706922469483;[dmso];0.1
969;[dmso]_70;0.1;0.43888778700465825;[dmso];0.1
970;[dmso]_708;0.1;-0.5967930389893324;[dmso];0.1
971;[dmso]_719;0.1;0.5625634949089702;[dmso];0.1
972;[dmso]_728;0.1;0.4686445529267357;[dmso];0.1
973;[dmso]_736;0.1;0.46931054086217255;[dmso];0.1
974;[dmso]_756;0.1;-0.6080498620956921;[dmso];0.1
975;[dmso]_760;0.1;-0.20803471838792797;[dmso];0.1
976;[dmso]_784;0.1;0.6449846040304885;[dmso];0.1
977;[dmso]_787;0.1;-0.5422040915986164;[dmso];0.1
978;[dmso]_795;0.1;-0.18492337780594792;[dmso];0.1
979;[dmso]_813;0.1;-0.13189063394148606;[dmso];0.1
980;[dmso]_820;0.1;0.05469802417767567;[dmso];0.1
981;[dmso]_833;0.1;-0.03496923587404881;[dmso];0.1
982;[dmso]_845;0.1;-0.07870387108743834;[dmso];0.1
983;[dmso]_863;0.1;-0.6222451206530992;[dmso];0.1
984;[dmso]_865;0.1;0.13054228988473146;[dmso];0.1
985;[dmso]_880;0.1;-0.3619661151253909;[dmso];0.1
986;[dmso]_891;0.1;-0.6280210450656971;[dmso];0.1
987;[dmso]_918;0.1;0.5440367781560125;[dmso];0.1
988;[dmso]_923;0.1;0.49009725320236286;[dmso];0.1
989;[dmso]_939;0.1;0.5326463316909522;[dmso];0.1
990;[dmso]_957;0.1;-0.3395442516062988;[dmso];0.1
991;[dmso]_969;0.1;-0.49818887782927523;[dmso];0.1
992;[dmso]_975;0.1;0.0990456090784407;[dmso];0.1
993;[dmso]_98;0.1;0.2891875769328958;[dmso];0.1
994;[dmso]_995;0.1;-0.404047023682255;[dmso];0.1
995;[etop]_1079;2.5;1.351930023856869;[etop];2.5
996;[etop]_1136;2.5;1.2048545762422433;[etop];2.5
997;[etop]_207;2.5;1.0802447688617751;[etop];2.5
998;[etop]_218;2.5;1.097015179001075;[etop];2.5
999;[etop]_29;2.5;1.2649826251215044;[etop];2.5
1000;[etop]_308;2.5;1.3474797442780655;[etop];2.5
1001;[etop]_431;2.5;1.1000779670737735;[etop];2.5
1002;[etop]_502;2.5;1.200969214075351;[etop];2.5
1003;[etop]_540;2.5;1.111318253601926;[etop];2.5
1004;[etop]_644;2.5;1.0891231949400124;[etop];2.5
1005;[etop]_743;2.5;0.5007615921628921;[etop];2.5
1006;[etop]_802;2.5;1.2260570891117442;[etop];2.5
1007;[etop]_83;2.5;1.2004150764218515;[etop];2.5
1008;[etop]_856;2.5;1.282220966560222;[etop];2.5
1009;[etop]_936;2.5;1.0001052827174495;[etop];2.5
1010;[etop]_946;2.5;1.4018676376773602;[etop];2.5
1011;[fenb]_1038;2.5;1.258306453070277;[fenb];2.5
1012;[fenb]_1064;2.5;1.358272501017897;[fenb];2.5
1013;[fenb]_1107;2.5;1.2975674877353571;[fenb];2.5
1014;[fenb]_1213;2.5;1.2508878983316376;[fenb];2.5
1015;[fenb]_139;2.5;1.3978897771645293;[fenb];2.5
1016;[fenb]_228;2.5;1.3032868154255097;[fenb];2.5
1017;[fenb]_288;2.5;1.446402594601879;[fenb];2.5
1018;[fenb]_313;2.5;1.317395625501295;[fenb];2.5
1019;[fenb]_37;2.5;1.3951147307622784;[fenb];2.5
1020;[fenb]_454;2.5;1.3492248967077403;[fenb];2.5
1021;[fenb]_547;2.5;1.3544408688130936;[fenb];2.5
1022;[fenb]_608;2.5;1.2180461857864333;[fenb];2.5
1023;[fenb]_667;2.5;1.3323106346618327;[fenb];2.5
1024;[fenb]_685;2.5;1.3409988565190172;[fenb];2.5
1025;[fenb]_772;2.5;1.2134155318414086;[fenb];2.5
1026;[fenb]_895;2.5;1.4109463540511038;[fenb];2.5
1027;[flup]_1044;2.5;1.1543809964993903;[flup];2.5
1028;[flup]_1093;2.5;1.1467205414219312;[flup];2.5
1029;[flup]_1143;2.5;0.6918618087786312;[flup];2.5
1030;[flup]_128;2.5;0.7102541534676687;[flup];2.5
1031;[flup]_245;2.5;0.15301486234278444;[flup];2.5
1032;[flup]_276;2.5;0.5689363231989744;[flup];2.5
1033;[flup]_356;2.5;0.7223207068354228;[flup];2.5
1034;[flup]_392;2.5;0.9455156844288931;[flup];2.5
1035;[flup]_472;2.5;0.3482882440682554;[flup];2.5
1036;[flup]_595;2.5;0.9238364216288909;[flup];2.5
1037;[flup]_696;2.5;0.9297174296607249;[flup];2.5
1038;[flup]_725;2.5;0.6232951576786369;[flup];2.5
1039;[flup]_774;2.5;0.49366035707583455;[flup];2.5
1040;[flup]_827;2.5;0.8832675539992585;[flup];2.5
1041;[flup]_88;2.5;0.626669904780353;[flup];2.5
1042;[flup]_942;2.5;1.1061248900415808;[flup];2.5
1043;[tetr]_0;2.5;1.0421789171704108;[tetr];2.5
1044;[tetr]_1018;2.5;0.4094229414834398;[tetr];2.5
1045;[tetr]_1105;2.5;1.1378770284064081;[tetr];2.5
1046;[tetr]_1204;2.5;1.1569581834520613;[tetr];2.5
1047;[tetr]_191;2.5;0.7174015554788988;[tetr];2.5
1048;[tetr]_242;2.5;1.003293748555441;[tetr];2.5
1049;[tetr]_369;2.5;1.0483289191622989;[tetr];2.5
1050;[tetr]_393;2.5;0.8029289495390148;[tetr];2.5
1051;[tetr]_491;2.5;1.1603431702708302;[tetr];2.5
1052;[tetr]_532;2.5;0.6958154040153861;[tetr];2.5
1053;[tetr]_60;2.5;0.8879535169223085;[tetr];2.5
1054;[tetr]_616;2.5;0.728928194236647;[tetr];2.5
1055;[tetr]_713;2.5;0.4774559983935675;[tetr];2.5
1056;[tetr]_837;2.5;0.2963640159543678;[tetr];2.5
1057;[tetr]_910;2.5;0.21519586849323016;[tetr];2.5
1058;[tetr]_988;2.5;1.3495128205946612;[tetr];2.5
1059;alpeli_126;0.0333;0.425644037328816;alpeli;0.0333
1060;alpeli_158;10.0;0.8867239947957798;alpeli;10.0
1061;alpeli_183;1.0;0.2074259971856184;alpeli;1.0
1062;alpeli_212;0.00833;0.03672110081863252;alpeli;0.00833
1063;alpeli_234;0.333;0.538299563754325;alpeli;0.333
1064;alpeli_247;10.0;0.9672848186917169;alpeli;10.0
1065;alpeli_25;0.0333;-0.5908568738604115;alpeli;0.0333
1066;alpeli_284;0.333;0.45022182383365683;alpeli;0.333
1067;alpeli_36;0.1;-0.08776815167518791;alpeli;0.1
1068;alpeli_366;0.0333;-0.21747456273347773;alpeli;0.0333
1069;alpeli_372;0.0333;0.2793430136440734;alpeli;0.0333
1070;alpeli_398;1.0;0.6951632860454414;alpeli;1.0
1071;alpeli_429;0.00833;-0.14137931547288834;alpeli;0.00833
1072;alpeli_433;1.0;0.8242084826932895;alpeli;1.0
1073;alpeli_440;0.00833;-0.22061444784168138;alpeli;0.00833
1074;alpeli_477;0.1;0.4999434595540515;alpeli;0.1
1075;alpeli_511;10.0;0.645284779299681;alpeli;10.0
1076;alpeli_520;0.333;0.4082297514171587;alpeli;0.333
1077;alpeli_523;0.333;0.6644013642900274;alpeli;0.333
1078;alpeli_544;0.1;0.43679008375843215;alpeli;0.1
1079;alpeli_573;10.0;1.1417110003012598;alpeli;10.0
1080;alpeli_62;0.1;0.6294932458968788;alpeli;0.1
1081;alpeli_69;1.0;-0.04722191989951551;alpeli;1.0
1082;alpeli_80;0.00833;-0.2501631285418832;alpeli;0.00833
1083;binime_119;0.333;0.5486432041348225;binime;0.333
1084;binime_120;1.0;0.9618554430523306;binime;1.0
1085;binime_135;1.0;0.9295237422071141;binime;1.0
1086;binime_178;0.0333;-0.21120372958983222;binime;0.0333
1087;binime_180;0.1;0.5339308188932811;binime;0.1
1088;binime_204;0.00833;-0.08731357491144204;binime;0.00833
1089;binime_231;10.0;0.7852159717201801;binime;10.0
1090;binime_258;0.333;0.2736013377301402;binime;0.333
1091;binime_265;10.0;0.7894121092033651;binime;10.0
1092;binime_336;10.0;0.8627349994020258;binime;10.0
1093;binime_35;0.1;0.6327046786211695;binime;0.1
1094;binime_368;0.0333;0.5915408014969158;binime;0.0333
1095;binime_383;1.0;1.049447161716622;binime;1.0
1096;binime_389;0.00833;0.24399352685252765;binime;0.00833
1097;binime_407;1.0;1.0894508198441042;binime;1.0
1098;binime_444;10.0;0.8890184158506932;binime;10.0
1099;binime_459;0.1;0.48896596170030315;binime;0.1
1100;binime_484;0.00833;-0.12503631862424597;binime;0.00833
1101;binime_501;0.1;0.4854851153434224;binime;0.1
1102;binime_55;0.0333;0.3663191899933403;binime;0.0333
1103;binime_561;0.333;0.8179316489021695;binime;0.333
1104;binime_575;0.0333;0.42018745137104213;binime;0.0333
1105;binime_610;0.333;0.6533998541686417;binime;0.333
1106;binime_67;0.00833;-0.23409106899463403;binime;0.00833
1107;cobime_11;0.0333;0.3791682764993379;cobime;0.0333
1108;cobime_127;0.333;0.7934030917464169;cobime;0.333
1109;cobime_173;10.0;2.219401627300676;cobime;10.0
1110;cobime_209;0.00833;0.06968941721009453;cobime;0.00833
1111;cobime_223;0.00833;-0.4260984611789166;cobime;0.00833
1112;cobime_23;10.0;1.8332400494935084;cobime;10.0
1113;cobime_255;0.333;0.8756543579345284;cobime;0.333
1114;cobime_281;0.0333;0.5754301948891248;cobime;0.0333
1115;cobime_298;0.1;0.49554529308633144;cobime;0.1
1116;cobime_3;0.1;0.41270032876425566;cobime;0.1
1117;cobime_333;1.0;1.1466685704575068;cobime;1.0
1118;cobime_357;0.1;0.4961812226406997;cobime;0.1
1119;cobime_367;10.0;2.2346416563928146;cobime;10.0
1120;cobime_394;0.333;0.8691404551685967;cobime;0.333
1121;cobime_414;10.0;2.327429072766443;cobime;10.0
1122;cobime_432;1.0;1.0874439725434715;cobime;1.0
1123;cobime_518;0.0333;0.6003065549203676;cobime;0.0333
1124;cobime_535;0.333;0.7948076133095433;cobime;0.333
1125;cobime_543;0.1;0.5805117228692717;cobime;0.1
1126;cobime_548;0.00833;0.2612335747963931;cobime;0.00833
1127;cobime_570;0.0333;0.47210313186303915;cobime;0.0333
1128;cobime_596;0.00833;0.2917874660717924;cobime;0.00833
1129;cobime_68;1.0;0.9278126361879571;cobime;1.0
1130;cobime_86;1.0;1.1580885987120886;cobime;1.0
1131;regora_1;0.00833;-0.5144205443319863;regora;0.00833
1132;regora_15;10.0;1.16951158056906;regora;10.0
1133;regora_154;0.00833;-0.16257100427809476;regora;0.00833
1134;regora_171;0.333;0.5855859235315481;regora;0.333
1135;regora_216;1.0;0.8483314307880402;regora;1.0
1136;regora_266;0.1;-0.5441844518732332;regora;0.1
1137;regora_267;0.0333;-0.49630024739767076;regora;0.0333
1138;regora_293;0.0333;-0.34243559805070767;regora;0.0333
1139;regora_324;10.0;0.8648166649153378;regora;10.0
1140;regora_330;1.0;0.10328709386589378;regora;1.0
1141;regora_331;0.333;0.573753736522931;regora;0.333
1142;regora_34;1.0;0.3411992455637924;regora;1.0
1143;regora_350;10.0;1.1904300789661588;regora;10.0
1144;regora_364;0.1;0.45957443131714926;regora;0.1
1145;regora_43;0.333;0.7690346627134265;regora;0.333
1146;regora_457;0.1;0.6657652610820837;regora;0.1
1147;regora_473;0.0333;0.5306511444332107;regora;0.0333
1148;regora_508;0.00833;-0.319808318230962;regora;0.00833
1149;regora_531;0.00833;0.05310647376703975;regora;0.00833
1150;regora_563;0.0333;-0.33773295134086145;regora;0.0333
1151;regora_564;1.0;0.7658011357910957;regora;1.0
1152;regora_567;0.333;0.6630206881401217;regora;0.333
1153;regora_77;0.1;0.05120971938854736;regora;0.1
1154;regora_97;10.0;0.9475746037543845;regora;10.0
1155;tricir_1033;0.1;0.418818368220441;tricir;0.1
1156;tricir_1041;0.00833;-0.12424272971458936;tricir;0.00833
1157;tricir_1052;0.1;0.34298234798805444;tricir;0.1
1158;tricir_1060;10.0;0.6300221904714408;tricir;10.0
1159;tricir_1104;0.0333;0.1466304370297406;tricir;0.0333
1160;tricir_1116;1.0;0.7513668823914643;tricir;1.0
1161;tricir_1154;1.0;0.10686244669282567;tricir;1.0
1162;tricir_1179;0.333;0.7041454521386821;tricir;0.333
1163;tricir_1180;0.0333;0.4921976013467754;tricir;0.0333
1164;tricir_1199;0.00833;0.31278391533115435;tricir;0.00833
1165;tricir_638;10.0;0.9357676332035493;tricir;10.0
1166;tricir_653;1.0;0.8140173405393462;tricir;1.0
1167;tricir_679;0.00833;0.15616695680311582;tricir;0.00833
1168;tricir_697;0.0333;0.5717144324075412;tricir;0.0333
1169;tricir_747;1.0;0.541271101314228;tricir;1.0
1170;tricir_751;0.1;-0.05078028302070701;tricir;0.1
1171;tricir_842;0.1;-0.6040183037224909;tricir;0.1
1172;tricir_861;0.00833;-0.1846357109525066;tricir;0.00833
1173;tricir_867;10.0;0.5583685638441692;tricir;10.0
1174;tricir_875;0.333;0.23242562887868704;tricir;0.333
1175;tricir_909;0.0333;-0.5383505138416635;tricir;0.0333
1176;tricir_914;0.333;0.4250674063023287;tricir;0.333
1177;tricir_965;0.333;0.573937306955825;tricir;0.333
1178;tricir_990;10.0;0.9552839989687616;tricir;10.0
1179;triflu_129;1.0;0.6981940919114795;triflu;1.0
1180;triflu_188;10.0;-0.06708033709646352;triflu;10.0
1181;triflu_196;1.0;-0.5399874323622923;triflu;1.0
1182;triflu_213;0.00833;0.24201843209682494;triflu;0.00833
1183;triflu_225;10.0;-0.015374132036937566;triflu;10.0
1184;triflu_236;0.333;-0.5923348282368811;triflu;0.333
1185;triflu_272;0.0333;0.10952558350583476;triflu;0.0333
1186;triflu_323;10.0;-0.18611088241798004;triflu;10.0
1187;triflu_339;0.333;0.704240503832306;triflu;0.333
1188;triflu_353;1.0;0.08653563662315666;triflu;1.0
1189;triflu_409;1.0;0.47229902190786643;triflu;1.0
1190;triflu_435;10.0;-0.20738468886461928;triflu;10.0
1191;triflu_449;0.00833;0.40786319465393167;triflu;0.00833
1192;triflu_45;0.1;0.39052155902947383;triflu;0.1
1193;triflu_464;0.0333;-0.034496995023099136;triflu;0.0333
1194;triflu_499;0.00833;0.2670891488397523;triflu;0.00833
1195;triflu_509;0.1;0.5701033736936036;triflu;0.1
1196;triflu_524;0.333;0.7579551122013699;triflu;0.333
1197;triflu_598;0.0333;0.47698036585646814;triflu;0.0333
1198;triflu_599;0.1;0.47624507064337523;triflu;0.1
1199;triflu_61;0.0333;0.2390652599730073;triflu;0.0333
1200;triflu_73;0.1;0.3685678666658254;triflu;0.1
1201;triflu_9;0.333;0.12280710372015616;triflu;0.333
1202;triflu_92;0.00833;0.0018209330580334377;triflu;0.00833
1203;vemura_111;1.0;-0.3181183755118022;vemura;1.0
1204;vemura_125;10.0;-1.1138875338376641;vemura;10.0
1205;vemura_133;0.333;-0.03283737406146293;vemura;0.333
1206;vemura_169;0.00833;-0.545233696259356;vemura;0.00833
1207;vemura_185;0.333;0.6398659497366437;vemura;0.333
1208;vemura_201;0.0333;0.4083746233667167;vemura;0.0333
1209;vemura_219;1.0;0.4198919043908341;vemura;1.0
1210;vemura_259;0.0333;-0.3806819144231578;vemura;0.0333
1211;vemura_30;0.1;0.00345249910231459;vemura;0.1
1212;vemura_302;0.1;0.3488269684000368;vemura;0.1
1213;vemura_342;0.0333;0.22015387637303535;vemura;0.0333
1214;vemura_361;1.0;0.5234903456277058;vemura;1.0
1215;vemura_362;0.1;-0.21762361037995115;vemura;0.1
1216;vemura_371;0.0333;0.5796090053278214;vemura;0.0333
1217;vemura_411;0.333;0.16535993890234515;vemura;0.333
1218;vemura_416;0.00833;0.062207557917679415;vemura;0.00833
1219;vemura_42;0.00833;0.3715896493030062;vemura;0.00833
1220;vemura_462;0.1;0.475920917152398;vemura;0.1
1221;vemura_483;10.0;-1.131245478152296;vemura;10.0
1222;vemura_507;0.00833;-0.023280156815842;vemura;0.00833
1223;vemura_528;1.0;0.4779754866843058;vemura;1.0
1224;vemura_580;10.0;-0.29459325203906334;vemura;10.0
1225;vemura_605;0.333;0.4044715971955006;vemura;0.333
1226;vemura_91;10.0;-0.8538347431800783;vemura;10.0
