,Metadata_name,Metadata_cmpdname,Metadata_cmpd_conc,Metadata_conc_step,Metadata_PlateWell,grit,data_type,cell_line
2031,dmso,dmso,0.1,1.0,PB000139_B04,-0.0772619199518828,aggregates,HCT116
2038,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",0.3,1.0,PB000139_B11,2.75820573318201,aggregates,HCT116
2041,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",10.0,4.0,PB000139_C03,5.066535795455559,aggregates,HCT116
2043,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",1.0,2.0,PB000139_C05,4.497167222249661,aggregates,HCT116
2047,dmso,dmso,0.1,1.0,PB000139_C10,0.00486601909856128,aggregates,HCT116
2049,SN-38,SN-38,0.1,2.0,PB000139_C12,3.8251349295437125,aggregates,HCT116
2052,SN-38,SN-38,0.03,1.0,PB000139_D06,5.175898768602847,aggregates,HCT116
2054,SN-38,SN-38,0.3,3.0,PB000139_D08,3.824296280256591,aggregates,HCT116
2055,abema,abemaciclib (LY2835219),10.0,4.0,PB000139_D09,4.489290780197339,aggregates,HCT116
2057,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",10.0,4.0,PB000139_D11,4.25876945349888,aggregates,HCT116
2065,SN-38,SN-38,0.1,2.0,PB000139_E10,3.5879716794011163,aggregates,HCT116
2066,abema,abemaciclib (LY2835219),1.0,2.0,PB000139_E11,5.321257962876599,aggregates,HCT116
2071,etop,etop,2.5,1.0,PB000139_F06,4.37524062313907,aggregates,HCT116
2078,dmso,dmso,0.1,1.0,PB000139_G03,-0.09199635402522678,aggregates,HCT116
2080,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",3.0,3.0,PB000139_G05,6.555627657764754,aggregates,HCT116
2083,abema,abemaciclib (LY2835219),3.0,3.0,PB000139_G08,3.2112598674342867,aggregates,HCT116
2084,fenb,fenb,2.5,1.0,PB000139_G09,2.6681494226396483,aggregates,HCT116
2086,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",1.0,2.0,PB000139_G11,5.6196805752359085,aggregates,HCT116
2098,dmso,dmso,0.1,1.0,PB000139_H12,-0.19560014808504989,aggregates,HCT116
2099,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",3.0,3.0,PB000139_I02,5.4355337523835345,aggregates,HCT116
2101,dmso,dmso,0.1,1.0,PB000139_I06,0.2103102650399382,aggregates,HCT116
2107,SN-38,SN-38,0.03,1.0,PB000139_J06,5.14967650396346,aggregates,HCT116
2120,dmso,dmso,0.1,1.0,PB000139_K09,0.08937728838202257,aggregates,HCT116
2122,SN-38,SN-38,1.0,4.0,PB000139_K11,4.400113555303468,aggregates,HCT116
2125,abema,abemaciclib (LY2835219),0.3,1.0,PB000139_L06,5.720714933189905,aggregates,HCT116
2130,stau,stau,0.1,1.0,PB000139_L12,2.197847999444289,aggregates,HCT116
2137,abema,abemaciclib (LY2835219),1.0,2.0,PB000139_M09,3.412368990745492,aggregates,HCT116
2142,abema,abemaciclib (LY2835219),0.3,1.0,PB000139_N03,3.909598070480413,aggregates,HCT116
2144,dmso,dmso,0.1,1.0,PB000139_N05,0.05582733885750304,aggregates,HCT116
2156,dmso,dmso,0.1,1.0,PB000139_O07,-0.1939919067333702,aggregates,HCT116
2158,dmso,dmso,0.1,1.0,PB000139_O11,0.029530751126631984,aggregates,HCT116
2161,abema,abemaciclib (LY2835219),3.0,3.0,PB000140_B03,3.1689211082333433,aggregates,HCT116
2162,dmso,dmso,0.1,1.0,PB000140_B04,0.05880952942354727,aggregates,HCT116
2169,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",0.3,1.0,PB000140_B11,3.6436050381420353,aggregates,HCT116
2173,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",1.0,2.0,PB000140_C05,4.553505413495881,aggregates,HCT116
2177,dmso,dmso,0.1,1.0,PB000140_C10,-0.0349349940125184,aggregates,HCT116
2179,SN-38,SN-38,0.1,2.0,PB000140_C12,2.86054892652564,aggregates,HCT116
2182,SN-38,SN-38,0.03,1.0,PB000140_D06,3.8379410265415097,aggregates,HCT116
2184,SN-38,SN-38,0.3,3.0,PB000140_D08,3.368694328367736,aggregates,HCT116
2186,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",10.0,4.0,PB000140_D11,4.271962924129358,aggregates,HCT116
2188,dmso,dmso,0.1,1.0,PB000140_E02,-0.2442884270074791,aggregates,HCT116
2196,abema,abemaciclib (LY2835219),1.0,2.0,PB000140_E11,3.0456143063762027,aggregates,HCT116
2201,etop,etop,2.5,1.0,PB000140_F06,5.7151910292801995,aggregates,HCT116
2208,dmso,dmso,0.1,1.0,PB000140_G03,0.060419362634922404,aggregates,HCT116
2210,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",3.0,3.0,PB000140_G05,4.316933413827377,aggregates,HCT116
2213,abema,abemaciclib (LY2835219),3.0,3.0,PB000140_G08,3.61062733629311,aggregates,HCT116
2214,fenb,fenb,2.5,1.0,PB000140_G09,2.948650187504905,aggregates,HCT116
2216,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",1.0,2.0,PB000140_G11,3.7256813212625794,aggregates,HCT116
2228,dmso,dmso,0.1,1.0,PB000140_H12,-0.07471375271093107,aggregates,HCT116
2231,dmso,dmso,0.1,1.0,PB000140_I06,-0.11225604203557536,aggregates,HCT116
2238,abema,abemaciclib (LY2835219),10.0,4.0,PB000140_J04,4.154270675503095,aggregates,HCT116
2240,SN-38,SN-38,0.03,1.0,PB000140_J06,4.045989603601391,aggregates,HCT116
2251,dmso,dmso,0.1,1.0,PB000140_K09,0.15906908636313055,aggregates,HCT116
2253,SN-38,SN-38,1.0,4.0,PB000140_K11,3.897925455416435,aggregates,HCT116
2258,abema,abemaciclib (LY2835219),0.3,1.0,PB000140_L06,2.7913996538835426,aggregates,HCT116
2262,stau,stau,0.1,1.0,PB000140_L12,1.361830235182411,aggregates,HCT116
2269,abema,abemaciclib (LY2835219),1.0,2.0,PB000140_M09,5.619403470204951,aggregates,HCT116
2274,abema,abemaciclib (LY2835219),0.3,1.0,PB000140_N03,3.9789081542690767,aggregates,HCT116
2276,dmso,dmso,0.1,1.0,PB000140_N05,-0.24610542305225472,aggregates,HCT116
2288,dmso,dmso,0.1,1.0,PB000140_O07,0.02852347388862417,aggregates,HCT116
2291,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",0.3,1.0,PB000140_O10,3.522406989459574,aggregates,HCT116
2292,dmso,dmso,0.1,1.0,PB000140_O11,0.03028438179882211,aggregates,HCT116
2295,abema,abemaciclib (LY2835219),3.0,3.0,PB000139_B14,4.723609875844857,aggregates,HT29
2296,dmso,dmso,0.1,1.0,PB000139_B15,-0.1838863281950126,aggregates,HT29
2302,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",0.3,1.0,PB000139_B22,3.7434955795368268,aggregates,HT29
2304,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",10.0,4.0,PB000139_C14,5.9462485908661025,aggregates,HT29
2305,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",1.0,2.0,PB000139_C16,6.380474321706362,aggregates,HT29
2310,dmso,dmso,0.1,1.0,PB000139_C21,-0.27635022766391704,aggregates,HT29
2312,SN-38,SN-38,0.1,2.0,PB000139_C23,5.24019708524356,aggregates,HT29
2314,SN-38,SN-38,0.3,3.0,PB000139_D14,5.42520118135515,aggregates,HT29
2316,SN-38,SN-38,0.03,1.0,PB000139_D17,2.9783708767244277,aggregates,HT29
2317,SN-38,SN-38,0.3,3.0,PB000139_D19,5.590965781709692,aggregates,HT29
2318,abema,abemaciclib (LY2835219),10.0,4.0,PB000139_D20,4.893357888592207,aggregates,HT29
2320,dmso,dmso,0.1,1.0,PB000139_E13,-0.13428774482374625,aggregates,HT29
2327,SN-38,SN-38,0.1,2.0,PB000139_E21,6.019655582959536,aggregates,HT29
2328,abema,abemaciclib (LY2835219),1.0,2.0,PB000139_E22,2.4502552970966054,aggregates,HT29
2334,etop,etop,2.5,1.0,PB000139_F17,3.5945374311552865,aggregates,HT29
2336,SN-38,SN-38,1.0,4.0,PB000139_F19,1.8449461427360996,aggregates,HT29
2342,dmso,dmso,0.1,1.0,PB000139_G14,0.3692107235480017,aggregates,HT29
2344,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",3.0,3.0,PB000139_G16,5.507884704381491,aggregates,HT29
2347,abema,abemaciclib (LY2835219),3.0,3.0,PB000139_G19,4.447395755090311,aggregates,HT29
2348,fenb,fenb,2.5,1.0,PB000139_G20,0.8415503390527661,aggregates,HT29
2350,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",1.0,2.0,PB000139_G22,4.854313855696414,aggregates,HT29
2360,dmso,dmso,0.1,1.0,PB000139_H23,-0.2174561331227687,aggregates,HT29
2363,dmso,dmso,0.1,1.0,PB000139_I17,-0.09203201720983208,aggregates,HT29
2369,abema,abemaciclib (LY2835219),10.0,4.0,PB000139_J15,5.035475243048514,aggregates,HT29
2371,SN-38,SN-38,0.03,1.0,PB000139_J17,3.469674872323066,aggregates,HT29
2385,dmso,dmso,0.1,1.0,PB000139_K20,0.07727090282985083,aggregates,HT29
2387,SN-38,SN-38,1.0,4.0,PB000139_K22,4.093097789598277,aggregates,HT29
2393,abema,abemaciclib (LY2835219),0.3,1.0,PB000139_L17,1.905340710590955,aggregates,HT29
2397,stau,stau,0.1,1.0,PB000139_L23,1.4026174059656926,aggregates,HT29
2404,abema,abemaciclib (LY2835219),1.0,2.0,PB000139_M20,2.611756851841531,aggregates,HT29
2409,abema,abemaciclib (LY2835219),0.3,1.0,PB000139_N14,3.6388820281742738,aggregates,HT29
2411,dmso,dmso,0.1,1.0,PB000139_N16,-0.08860444799272532,aggregates,HT29
2421,dmso,dmso,0.1,1.0,PB000139_O18,0.19235172101949388,aggregates,HT29
2424,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",0.3,1.0,PB000139_O21,4.617002814175635,aggregates,HT29
2425,dmso,dmso,0.1,1.0,PB000139_O22,-0.07272651334463609,aggregates,HT29
2428,abema,abemaciclib (LY2835219),3.0,3.0,PB000140_B14,4.863823074456011,aggregates,HT29
2429,dmso,dmso,0.1,1.0,PB000140_B15,-0.1313938418366571,aggregates,HT29
2435,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",0.3,1.0,PB000140_B22,3.480948725627709,aggregates,HT29
2438,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",10.0,4.0,PB000140_C14,5.84966935295898,aggregates,HT29
2439,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",1.0,2.0,PB000140_C16,4.928910177573031,aggregates,HT29
2444,SN-38,SN-38,0.1,2.0,PB000140_C23,7.115967027350132,aggregates,HT29
2446,SN-38,SN-38,0.3,3.0,PB000140_D14,5.257069610262069,aggregates,HT29
2448,SN-38,SN-38,0.03,1.0,PB000140_D17,3.3201963334867854,aggregates,HT29
2449,SN-38,SN-38,0.3,3.0,PB000140_D19,3.8417911935974605,aggregates,HT29
2450,abema,abemaciclib (LY2835219),10.0,4.0,PB000140_D20,4.26958078012753,aggregates,HT29
2452,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",10.0,4.0,PB000140_D22,7.886463759839756,aggregates,HT29
2454,dmso,dmso,0.1,1.0,PB000140_E13,-0.27635308382601387,aggregates,HT29
2460,abema,abemaciclib (LY2835219),1.0,2.0,PB000140_E22,2.853012649990102,aggregates,HT29
2466,etop,etop,2.5,1.0,PB000140_F17,1.4361115376646918,aggregates,HT29
2468,SN-38,SN-38,1.0,4.0,PB000140_F19,2.5812743472448996,aggregates,HT29
2474,dmso,dmso,0.1,1.0,PB000140_G14,-0.07649982529887613,aggregates,HT29
2476,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",3.0,3.0,PB000140_G16,4.1709024146948055,aggregates,HT29
2479,abema,abemaciclib (LY2835219),3.0,3.0,PB000140_G19,4.491451426317371,aggregates,HT29
2481,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",1.0,2.0,PB000140_G22,5.996890194782046,aggregates,HT29
2491,dmso,dmso,0.1,1.0,PB000140_H23,-0.027269318343287094,aggregates,HT29
2492,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",3.0,3.0,PB000140_I13,6.014212554386136,aggregates,HT29
2495,dmso,dmso,0.1,1.0,PB000140_I17,-0.2263036152281485,aggregates,HT29
2502,abema,abemaciclib (LY2835219),10.0,4.0,PB000140_J15,4.307105747934946,aggregates,HT29
2504,SN-38,SN-38,0.03,1.0,PB000140_J17,3.1821323335873353,aggregates,HT29
2514,dmso,dmso,0.1,1.0,PB000140_K20,0.08193598078393144,aggregates,HT29
2516,SN-38,SN-38,1.0,4.0,PB000140_K22,3.7118856328979515,aggregates,HT29
2521,abema,abemaciclib (LY2835219),0.3,1.0,PB000140_L17,4.486644474110811,aggregates,HT29
2532,abema,abemaciclib (LY2835219),1.0,2.0,PB000140_M20,3.3373649957405007,aggregates,HT29
2537,abema,abemaciclib (LY2835219),0.3,1.0,PB000140_N14,2.9582932994833344,aggregates,HT29
2539,dmso,dmso,0.1,1.0,PB000140_N16,0.09285578202075667,aggregates,HT29
2551,dmso,dmso,0.1,1.0,PB000140_O18,-0.06652349979365042,aggregates,HT29
2554,Binim,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",0.3,1.0,PB000140_O21,3.309221602120139,aggregates,HT29
2555,dmso,dmso,0.1,1.0,PB000140_O22,0.007992920374497654,aggregates,HT29
2571,dmso,dmso,0.1,1.0,PB000141_B22,-0.028574389459438226,aggregates,HT29
2575,dmso,dmso,0.1,1.0,PB000141_C05,0.08923088969880244,aggregates,HT29
2586,fenb,fenb,2.5,1.0,PB000141_C19,2.679410653938151,aggregates,HT29
2598,dmso,dmso,0.1,1.0,PB000141_D12,-0.04201378707858535,aggregates,HT29
2608,etop,etop,2.5,1.0,PB000141_D23,3.7655483742592297,aggregates,HT29
2615,stau,stau,0.1,1.0,PB000141_E09,2.8596776351655873,aggregates,HT29
2621,dmso,dmso,0.1,1.0,PB000141_E16,-0.008990864740277044,aggregates,HT29
2632,dmso,dmso,0.1,1.0,PB000141_F06,-0.23682138903313166,aggregates,HT29
2647,dmso,dmso,0.1,1.0,PB000141_G02,-0.013099152124699925,aggregates,HT29
2656,dmso,dmso,0.1,1.0,PB000141_G13,-0.12980119714422933,aggregates,HT29
2670,dmso,dmso,0.1,1.0,PB000141_H10,-0.13859643258079343,aggregates,HT29
2677,dmso,dmso,0.1,1.0,PB000141_H17,0.023231117707070082,aggregates,HT29
2688,fenb,fenb,2.5,1.0,PB000141_I06,1.2533693522081917,aggregates,HT29
2700,dmso,dmso,0.1,1.0,PB000141_I21,-0.005938392131178207,aggregates,HT29
2709,dmso,dmso,0.1,1.0,PB000141_J14,-0.02737017603074904,aggregates,HT29
2726,dmso,dmso,0.1,1.0,PB000141_K11,-0.05115327148279392,aggregates,HT29
2737,stau,stau,0.1,1.0,PB000141_K22,2.1157961819868656,aggregates,HT29
2743,dmso,dmso,0.1,1.0,PB000141_L07,0.0964050324587369,aggregates,HT29
2752,dmso,dmso,0.1,1.0,PB000141_L18,0.07865265408273912,aggregates,HT29
2757,etop,etop,2.5,1.0,PB000141_M02,2.668881675331389,aggregates,HT29
2775,dmso,dmso,0.1,1.0,PB000141_M23,0.04025660429711964,aggregates,HT29
2783,dmso,dmso,0.1,1.0,PB000141_N15,0.06111413068661192,aggregates,HT29
2797,dmso,dmso,0.1,1.0,PB000141_O09,0.1455773049080019,aggregates,HT29
2826,dmso,dmso,0.1,1.0,PB000142_B22,-0.151182363222039,aggregates,HT29
2830,dmso,dmso,0.1,1.0,PB000142_C05,-0.05857040529377515,aggregates,HT29
2852,dmso,dmso,0.1,1.0,PB000142_D12,-0.039342309561683386,aggregates,HT29
2869,stau,stau,0.1,1.0,PB000142_E09,2.0855072855229304,aggregates,HT29
2875,dmso,dmso,0.1,1.0,PB000142_E16,-0.09723539258457056,aggregates,HT29
2885,dmso,dmso,0.1,1.0,PB000142_F06,0.027452435424436625,aggregates,HT29
2899,dmso,dmso,0.1,1.0,PB000142_F20,-0.1409233233003965,aggregates,HT29
2902,dmso,dmso,0.1,1.0,PB000142_G02,-0.08858517657705554,aggregates,HT29
2910,dmso,dmso,0.1,1.0,PB000142_G13,0.053598488122711126,aggregates,HT29
2924,dmso,dmso,0.1,1.0,PB000142_H10,0.1979644202945569,aggregates,HT29
2930,dmso,dmso,0.1,1.0,PB000142_H17,-0.08634649782912689,aggregates,HT29
2952,dmso,dmso,0.1,1.0,PB000142_I21,-0.13079228558338277,aggregates,HT29
2955,dmso,dmso,0.1,1.0,PB000142_J03,1.3089657485855505e-05,aggregates,HT29
2963,dmso,dmso,0.1,1.0,PB000142_J14,0.09581577653750711,aggregates,HT29
2979,dmso,dmso,0.1,1.0,PB000142_K11,0.08131955165766647,aggregates,HT29
2995,dmso,dmso,0.1,1.0,PB000142_L07,-0.0036455421458991906,aggregates,HT29
3005,dmso,dmso,0.1,1.0,PB000142_L18,-0.022388713486992926,aggregates,HT29
3011,etop,etop,2.5,1.0,PB000142_M02,4.290303503287644,aggregates,HT29
3031,dmso,dmso,0.1,1.0,PB000142_M23,-0.06982726937330422,aggregates,HT29
3034,dmso,dmso,0.1,1.0,PB000142_N04,0.2570903705785813,aggregates,HT29
3043,dmso,dmso,0.1,1.0,PB000142_N15,0.08064878687344958,aggregates,HT29
3055,dmso,dmso,0.1,1.0,PB000142_O09,0.1703813475921467,aggregates,HT29
