,Metadata_PlateWell,Metadata_Site,Metadata_cell_line,ObjectNumber_cytoplasm,ObjectNumber_nuclei,AreaShape_Area_cytoplasm,Metadata_Barcode,Metadata_Well,z_um,total_per_spheroid
648,PB000137_K11,5,HCT116,121.0,157.0,372294,PB000137,K11,25,1401.0
649,PB000141_O09,5,HT29,111.0,143.0,382326,PB000141,O09,25,1362.0
650,PB000139_N05,5,HCT116,73.0,94.5,219180,PB000139,N05,25,975.0
651,PB000142_F06,5,HT29,78.0,99.0,283675,PB000142,F06,25,915.0
652,PB000138_L18,5,HCT116,178.0,216.0,503189,PB000138,L18,25,1728.0
653,PB000141_C05,5,HT29,83.0,104.0,301889,PB000141,C05,25,1062.0
654,PB000139_K09,5,HCT116,132.0,162.0,368041,PB000139,K09,25,1341.0
655,PB000140_C10,5,HCT116,117.0,150.0,351076,PB000140,C10,25,1394.0
656,PB000140_B04,5,HCT116,61.0,71.0,196669,PB000140,B04,25,855.0
657,PB000140_O07,5,HCT116,120.0,144.0,387259,PB000140,O07,25,1257.0
658,PB000137_M23,5,HCT116,122.0,154.0,384366,PB000137,M23,25,1559.0
659,PB000141_L18,5,HT29,74.0,104.0,274205,PB000141,L18,25,1036.0
660,PB000142_I21,5,HT29,37.0,59.0,143085,PB000142,I21,25,486.0
661,PB000142_F20,5,HT29,68.0,83.0,267378,PB000142,F20,25,851.0
662,PB000137_D12,5,HCT116,143.0,181.0,446500,PB000137,D12,25,1813.0
663,PB000137_N15,5,HCT116,112.0,146.0,341339,PB000137,N15,25,1383.0
664,PB000139_H23,5,HT29,29.0,36.0,112738,PB000139,H23,25,333.0
665,PB000142_J03,5,HT29,26.0,33.0,87627,PB000142,J03,25,254.0
666,PB000139_I06,5,HCT116,132.0,181.0,400890,PB000139,I06,25,1525.0
667,PB000137_L18,5,HCT116,164.0,210.0,506448,PB000137,L18,25,1787.0
668,PB000142_D12,5,HT29,86.0,110.0,312027,PB000142,D12,25,1098.0
669,PB000140_N05,5,HCT116,151.0,183.0,483949,PB000140,N05,25,1727.0
670,PB000139_G14,5,HT29,80.0,107.0,284857,PB000139,G14,25,1127.0
671,PB000140_H23,5,HT29,85.0,106.0,301224,PB000140,H23,25,1092.0
672,PB000140_N16,5,HT29,83.0,94.0,295680,PB000140,N16,25,986.0
673,PB000137_B22,5,HCT116,91.0,112.0,265604,PB000137,B22,25,946.0
674,PB000142_G13,5,HT29,63.0,83.0,255205,PB000142,G13,25,898.0
675,PB000140_G03,5,HCT116,122.0,157.0,398839,PB000140,G03,25,1262.0
676,PB000142_N04,5,HT29,71.0,100.5,258047,PB000142,N04,25,1007.0
677,PB000140_C10,6,HCT116,122.0,166.5,384012,PB000140,C10,30,1394.0
678,PB000142_H10,6,HT29,50.0,76.0,185102,PB000142,H10,30,661.0
679,PB000142_C05,6,HT29,21.0,26.0,79039,PB000142,C05,30,216.0
680,PB000138_M23,6,HCT116,154.0,181.0,489098,PB000138,M23,30,1644.0
681,PB000140_G03,6,HCT116,120.0,157.0,371583,PB000140,G03,30,1262.0
682,PB000139_G14,6,HT29,95.0,124.0,342060,PB000139,G14,30,1127.0
683,PB000140_N05,6,HCT116,162.0,214.0,520400,PB000140,N05,30,1727.0
684,PB000141_N15,6,HT29,92.0,117.0,316995,PB000141,N15,30,1083.0
685,PB000141_L07,6,HT29,81.0,107.0,277404,PB000141,L07,30,826.0
686,PB000137_J14,6,HCT116,144.0,181.0,423935,PB000137,J14,30,1549.0
687,PB000140_O11,6,HCT116,129.0,169.5,427885,PB000140,O11,30,1553.0
688,PB000139_O18,6,HT29,65.0,86.0,244919,PB000139,O18,30,701.0
689,PB000138_E16,6,HCT116,133.0,156.5,422320,PB000138,E16,30,1514.0
690,PB000138_J03,6,HCT116,166.0,204.0,503199,PB000138,J03,30,1666.0
691,PB000142_F20,6,HT29,75.0,100.0,270443,PB000142,F20,30,851.0
692,PB000138_F06,6,HCT116,127.0,152.0,383180,PB000138,F06,30,1383.0
693,PB000141_C05,6,HT29,90.0,125.0,329528,PB000141,C05,30,1062.0
694,PB000137_D12,6,HCT116,154.0,194.0,477601,PB000137,D12,30,1813.0
695,PB000137_B22,6,HCT116,86.0,115.0,275502,PB000137,B22,30,946.0
696,PB000137_M23,6,HCT116,138.0,177.0,441245,PB000137,M23,30,1559.0
697,PB000142_O09,6,HT29,74.0,85.0,262584,PB000142,O09,30,789.0
698,PB000142_G13,6,HT29,75.0,101.0,291055,PB000142,G13,30,898.0
699,PB000137_F20,6,HCT116,161.0,214.5,462806,PB000137,F20,30,1721.0
700,PB000138_C05,6,HCT116,151.0,184.5,469555,PB000138,C05,30,1564.0
701,PB000138_N04,6,HCT116,20.0,29.5,66431,PB000138,N04,30,141.0
702,PB000139_O22,6,HT29,80.0,111.0,286397,PB000139,O22,30,911.0
703,PB000142_E16,6,HT29,50.0,61.0,163979,PB000142,E16,30,528.0
704,PB000139_H12,6,HCT116,147.0,199.0,497240,PB000139,H12,30,1663.0
705,PB000137_C05,6,HCT116,175.0,226.0,568276,PB000137,C05,30,1949.0
706,PB000138_N15,6,HCT116,150.0,203.5,448385,PB000138,N15,30,1713.0
707,PB000139_I17,6,HT29,77.0,102.5,302594,PB000139,I17,30,889.0
708,PB000140_O18,6,HT29,88.0,110.0,335730,PB000140,O18,30,1011.0
709,PB000142_F06,6,HT29,87.0,110.0,302479,PB000142,F06,30,915.0
710,PB000138_G13,6,HCT116,132.0,167.0,415005,PB000138,G13,30,1541.0
711,PB000142_J14,6,HT29,71.0,99.0,271972,PB000142,J14,30,810.0
712,PB000139_G03,6,HCT116,129.0,163.0,385608,PB000139,G03,30,1422.0
713,PB000140_O22,6,HT29,73.0,87.0,257251,PB000140,O22,30,821.0
714,PB000140_O07,6,HCT116,119.0,157.0,402300,PB000140,O07,30,1257.0
715,PB000141_K11,6,HT29,88.0,117.0,336070,PB000141,K11,30,1102.0
716,PB000141_L18,6,HT29,98.0,121.0,330862,PB000141,L18,30,1036.0
717,PB000141_F06,6,HT29,92.0,117.0,334689,PB000141,F06,30,1068.0
718,PB000142_H17,6,HT29,40.0,52.5,135141,PB000142,H17,30,484.0
719,PB000140_B04,6,HCT116,66.0,74.0,221828,PB000140,B04,30,855.0
720,PB000141_H10,6,HT29,59.0,72.5,203636,PB000141,H10,30,634.0
721,PB000137_I21,6,HCT116,122.0,161.0,348038,PB000137,I21,30,1320.0
722,PB000139_I06,6,HCT116,145.0,184.0,435361,PB000139,I06,30,1525.0
723,PB000142_L07,6,HT29,81.0,110.0,274172,PB000142,L07,30,792.0
724,PB000137_E16,6,HCT116,126.0,166.0,382791,PB000137,E16,30,1422.0
725,PB000137_J03,6,HCT116,157.0,184.5,467446,PB000137,J03,30,1619.0
726,PB000138_B22,6,HCT116,160.0,193.0,449577,PB000138,B22,30,1588.0
727,PB000140_H23,6,HT29,93.0,114.0,325360,PB000140,H23,30,1092.0
728,PB000138_L18,6,HCT116,158.0,205.5,455996,PB000138,L18,30,1728.0
729,PB000140_I06,6,HCT116,150.0,202.0,479660,PB000140,I06,30,1621.0
730,PB000141_G02,6,HT29,81.0,105.5,330554,PB000141,G02,30,1022.0
731,PB000142_N04,6,HT29,88.0,115.0,321949,PB000142,N04,30,1007.0
732,PB000137_G02,6,HCT116,117.0,151.0,359429,PB000137,G02,30,1310.0
733,PB000140_I17,6,HT29,78.0,100.0,278288,PB000140,I17,30,903.0
734,PB000138_H10,6,HCT116,161.0,206.0,471201,PB000138,H10,30,1739.0
735,PB000138_F20,6,HCT116,154.0,194.0,490294,PB000138,F20,30,1585.0
736,PB000139_B15,6,HT29,67.0,91.0,262104,PB000139,B15,30,897.0
737,PB000137_L07,6,HCT116,131.0,165.5,413092,PB000137,L07,30,1401.0
738,PB000137_K11,6,HCT116,129.0,179.5,396522,PB000137,K11,30,1401.0
739,PB000141_H17,6,HT29,95.0,117.0,328101,PB000141,H17,30,1074.0
740,PB000141_M23,6,HT29,76.0,109.5,290743,PB000141,M23,30,945.0
741,PB000140_K09,6,HCT116,143.0,204.0,448462,PB000140,K09,30,1513.0
742,PB000138_G02,6,HCT116,147.0,175.0,449678,PB000138,G02,30,1540.0
743,PB000141_B22,6,HT29,17.0,20.0,69132,PB000141,B22,30,131.0
744,PB000139_K09,6,HCT116,133.0,173.0,390836,PB000139,K09,30,1341.0
745,PB000142_L18,6,HT29,68.0,90.0,237491,PB000142,L18,30,743.0
746,PB000137_L18,6,HCT116,169.0,222.0,508914,PB000137,L18,30,1787.0
747,PB000142_N15,6,HT29,83.0,95.0,298638,PB000142,N15,30,941.0
748,PB000137_G13,6,HCT116,158.0,207.0,455949,PB000137,G13,30,1660.0
749,PB000141_E16,6,HT29,83.0,114.0,286953,PB000141,E16,30,961.0
750,PB000138_O09,6,HCT116,55.0,70.0,168812,PB000138,O09,30,558.0
751,PB000139_C21,6,HT29,60.0,78.0,227213,PB000139,C21,30,542.0
752,PB000140_K20,6,HT29,87.0,110.0,351179,PB000140,K20,30,1061.0
753,PB000139_N16,6,HT29,86.0,108.0,318833,PB000139,N16,30,930.0
754,PB000139_B04,6,HCT116,111.0,148.0,338581,PB000139,B04,30,1173.0
755,PB000142_I21,6,HT29,42.0,56.0,153699,PB000142,I21,30,486.0
756,PB000142_B22,6,HT29,58.0,72.0,202232,PB000142,B22,30,609.0
757,PB000138_H17,6,HCT116,47.0,60.0,125506,PB000138,H17,30,522.0
758,PB000142_J03,6,HT29,31.0,36.0,102510,PB000142,J03,30,254.0
759,PB000142_M23,6,HT29,59.0,78.0,230621,PB000142,M23,30,678.0
760,PB000139_O07,6,HCT116,124.0,162.0,359545,PB000139,O07,30,1220.0
761,PB000139_E13,6,HT29,106.0,132.0,378578,PB000139,E13,30,1102.0
762,PB000137_F06,6,HCT116,135.0,186.0,381779,PB000137,F06,30,1377.0
763,PB000141_J14,6,HT29,75.0,98.0,279439,PB000141,J14,30,889.0
764,PB000139_N05,6,HCT116,79.0,107.5,241301,PB000139,N05,30,975.0
765,PB000140_G14,6,HT29,101.0,124.5,394655,PB000140,G14,30,1316.0
766,PB000140_H12,6,HCT116,129.0,168.0,399938,PB000140,H12,30,1359.0
767,PB000142_K11,6,HT29,88.0,113.0,325751,PB000142,K11,30,970.0
768,PB000140_N16,6,HT29,99.0,111.0,336353,PB000140,N16,30,986.0
769,PB000139_C10,6,HCT116,135.0,181.0,396858,PB000139,C10,30,1344.0
770,PB000137_H17,6,HCT116,140.0,180.0,415121,PB000137,H17,30,1431.0
771,PB000141_O09,6,HT29,112.0,153.0,408220,PB000141,O09,30,1362.0
772,PB000142_D12,6,HT29,98.0,132.0,342215,PB000142,D12,30,1098.0
773,PB000141_I21,6,HT29,90.0,119.0,325497,PB000141,I21,30,955.0
774,PB000140_B15,6,HT29,45.0,57.0,160351,PB000140,B15,30,596.0
775,PB000137_N15,6,HCT116,130.0,174.5,402855,PB000137,N15,30,1383.0
776,PB000141_G13,6,HT29,101.0,126.75,351117,PB000141,G13,30,1164.0
777,PB000138_D12,6,HCT116,178.0,220.5,544447,PB000138,D12,30,1785.0
778,PB000138_J14,6,HCT116,167.0,201.0,493307,PB000138,J14,30,1641.0
779,PB000137_O09,6,HCT116,179.0,224.0,549573,PB000137,O09,30,1928.0
780,PB000139_O11,6,HCT116,155.0,192.0,446670,PB000139,O11,30,1527.0
781,PB000140_E13,6,HT29,112.0,138.5,393358,PB000140,E13,30,1352.0
782,PB000139_K20,6,HT29,54.0,68.0,187396,PB000139,K20,30,524.0
783,PB000140_E02,6,HCT116,169.0,208.0,539505,PB000140,E02,30,1830.0
784,PB000138_L07,6,HCT116,150.0,197.5,464211,PB000138,L07,30,1531.0
785,PB000138_I21,6,HCT116,139.0,183.5,421427,PB000138,I21,30,1440.0
786,PB000141_D12,6,HT29,83.0,103.0,309657,PB000141,D12,30,977.0
787,PB000137_H10,6,HCT116,96.0,133.0,289977,PB000137,H10,30,1161.0
788,PB000138_K11,6,HCT116,52.0,66.0,149921,PB000138,K11,30,447.0
789,PB000139_H23,6,HT29,35.0,42.0,132107,PB000139,H23,30,333.0
790,PB000142_N04,7,HT29,104.0,133.0,345595,PB000142,N04,35,1007.0
791,PB000138_K11,7,HCT116,50.0,63.0,130988,PB000138,K11,35,447.0
792,PB000139_O22,7,HT29,85.0,116.0,283077,PB000139,O22,35,911.0
793,PB000137_F06,7,HCT116,132.0,183.0,356909,PB000137,F06,35,1377.0
794,PB000140_B04,7,HCT116,82.0,94.0,263235,PB000140,B04,35,855.0
795,PB000138_D12,7,HCT116,175.0,227.5,560027,PB000138,D12,35,1785.0
796,PB000138_J03,7,HCT116,147.0,184.0,462896,PB000138,J03,35,1666.0
797,PB000137_L07,7,HCT116,127.0,166.0,396705,PB000137,L07,35,1401.0
798,PB000139_N16,7,HT29,85.0,118.0,325316,PB000139,N16,35,930.0
799,PB000141_G02,7,HT29,98.0,132.0,351817,PB000141,G02,35,1022.0
800,PB000139_K09,7,HCT116,132.0,178.0,392672,PB000139,K09,35,1341.0
801,PB000139_K20,7,HT29,50.0,68.0,175952,PB000139,K20,35,524.0
802,PB000142_O09,7,HT29,74.0,92.5,270498,PB000142,O09,35,789.0
803,PB000141_L18,7,HT29,95.0,128.0,338766,PB000141,L18,35,1036.0
804,PB000141_F06,7,HT29,94.0,114.0,352699,PB000141,F06,35,1068.0
805,PB000138_E16,7,HCT116,159.0,198.0,496476,PB000138,E16,35,1514.0
806,PB000141_D12,7,HT29,91.0,112.0,325525,PB000141,D12,35,977.0
807,PB000140_G14,7,HT29,112.0,136.0,437037,PB000140,G14,35,1316.0
808,PB000139_O11,7,HCT116,158.0,200.5,461631,PB000139,O11,35,1527.0
809,PB000138_L07,7,HCT116,162.0,195.0,493892,PB000138,L07,35,1531.0
810,PB000142_F20,7,HT29,78.0,106.0,295967,PB000142,F20,35,851.0
811,PB000139_I06,7,HCT116,138.0,176.0,421299,PB000139,I06,35,1525.0
812,PB000142_H10,7,HT29,61.0,81.0,208634,PB000142,H10,35,661.0
813,PB000138_G13,7,HCT116,165.0,196.0,504182,PB000138,G13,35,1541.0
814,PB000137_H10,7,HCT116,121.0,155.0,367843,PB000137,H10,35,1161.0
815,PB000137_C05,7,HCT116,179.0,223.0,571526,PB000137,C05,35,1949.0
816,PB000139_G14,7,HT29,99.0,130.0,346364,PB000139,G14,35,1127.0
817,PB000138_N04,7,HCT116,14.0,18.0,53501,PB000138,N04,35,141.0
818,PB000139_O18,7,HT29,67.0,89.0,238812,PB000139,O18,35,701.0
819,PB000141_N15,7,HT29,100.0,137.0,340922,PB000141,N15,35,1083.0
820,PB000138_H10,7,HCT116,168.0,213.0,488747,PB000138,H10,35,1739.0
821,PB000140_G03,7,HCT116,124.0,164.0,382227,PB000140,G03,35,1262.0
822,PB000142_D12,7,HT29,107.0,133.5,386585,PB000142,D12,35,1098.0
823,PB000141_B22,7,HT29,15.0,19.0,52568,PB000141,B22,35,131.0
824,PB000142_M23,7,HT29,66.0,95.0,244787,PB000142,M23,35,678.0
825,PB000137_F20,7,HCT116,174.0,222.5,483316,PB000137,F20,35,1721.0
826,PB000140_O07,7,HCT116,111.0,151.5,368990,PB000140,O07,35,1257.0
827,PB000138_J14,7,HCT116,162.0,214.0,488115,PB000138,J14,35,1641.0
828,PB000140_B15,7,HT29,59.0,68.0,212670,PB000140,B15,35,596.0
829,PB000137_O09,7,HCT116,182.0,242.0,551905,PB000137,O09,35,1928.0
830,PB000138_C05,7,HCT116,170.0,209.0,494006,PB000138,C05,35,1564.0
831,PB000139_G03,7,HCT116,124.0,163.0,384282,PB000139,G03,35,1422.0
832,PB000137_K11,7,HCT116,138.0,188.0,410357,PB000137,K11,35,1401.0
833,PB000141_H17,7,HT29,97.0,125.0,324055,PB000141,H17,35,1074.0
834,PB000137_E16,7,HCT116,131.0,174.5,394494,PB000137,E16,35,1422.0
835,PB000139_H23,7,HT29,33.0,40.0,125057,PB000139,H23,35,333.0
836,PB000142_L18,7,HT29,59.0,86.33333333333333,218049,PB000142,L18,35,743.0
837,PB000139_E13,7,HT29,107.0,129.0,378587,PB000139,E13,35,1102.0
838,PB000139_B15,7,HT29,93.0,108.0,309449,PB000139,B15,35,897.0
839,PB000140_O11,7,HCT116,141.0,177.0,450028,PB000140,O11,35,1553.0
840,PB000138_I21,7,HCT116,150.0,204.0,471470,PB000138,I21,35,1440.0
841,PB000142_F06,7,HT29,87.0,119.33333333333333,317089,PB000142,F06,35,915.0
842,PB000142_I21,7,HT29,44.0,60.0,149403,PB000142,I21,35,486.0
843,PB000141_M23,7,HT29,83.0,116.0,299117,PB000141,M23,35,945.0
844,PB000139_O07,7,HCT116,112.0,155.0,326854,PB000139,O07,35,1220.0
845,PB000140_K09,7,HCT116,136.0,184.5,405171,PB000140,K09,35,1513.0
846,PB000140_C10,7,HCT116,139.0,190.0,418878,PB000140,C10,35,1394.0
847,PB000142_K11,7,HT29,98.0,126.0,336674,PB000142,K11,35,970.0
848,PB000142_L07,7,HT29,77.0,103.5,256727,PB000142,L07,35,792.0
849,PB000140_H12,7,HCT116,133.0,161.0,398238,PB000140,H12,35,1359.0
850,PB000142_H17,7,HT29,37.0,43.0,133645,PB000142,H17,35,484.0
851,PB000137_J14,7,HCT116,156.0,192.5,487827,PB000137,J14,35,1549.0
852,PB000139_C10,7,HCT116,138.0,166.5,401245,PB000139,C10,35,1344.0
853,PB000137_J03,7,HCT116,160.0,214.0,497315,PB000137,J03,35,1619.0
854,PB000139_N05,7,HCT116,87.0,119.66666666666667,254061,PB000139,N05,35,975.0
855,PB000142_J14,7,HT29,70.0,101.0,251297,PB000142,J14,35,810.0
856,PB000140_E02,7,HCT116,179.0,221.0,568668,PB000140,E02,35,1830.0
857,PB000142_B22,7,HT29,53.0,70.0,201952,PB000142,B22,35,609.0
858,PB000138_B22,7,HCT116,159.0,188.0,459060,PB000138,B22,35,1588.0
859,PB000140_O22,7,HT29,77.0,107.0,286407,PB000140,O22,35,821.0
860,PB000140_H23,7,HT29,105.0,140.0,351571,PB000140,H23,35,1092.0
861,PB000141_E16,7,HT29,82.0,107.0,283852,PB000141,E16,35,961.0
862,PB000140_N05,7,HCT116,176.0,227.0,546352,PB000140,N05,35,1727.0
863,PB000140_I17,7,HT29,86.0,114.0,306192,PB000140,I17,35,903.0
864,PB000137_B22,7,HCT116,83.0,101.0,272968,PB000137,B22,35,946.0
865,PB000141_O09,7,HT29,130.0,172.0,430279,PB000141,O09,35,1362.0
866,PB000142_G13,7,HT29,94.0,116.0,359780,PB000142,G13,35,898.0
867,PB000141_L07,7,HT29,72.0,103.0,266429,PB000141,L07,35,826.0
868,PB000139_H12,7,HCT116,166.0,205.5,542985,PB000139,H12,35,1663.0
869,PB000139_B04,7,HCT116,118.0,154.0,358559,PB000139,B04,35,1173.0
870,PB000137_I21,7,HCT116,128.0,163.0,385436,PB000137,I21,35,1320.0
871,PB000139_C21,7,HT29,62.0,82.0,215185,PB000139,C21,35,542.0
872,PB000138_O09,7,HCT116,67.0,80.0,196878,PB000138,O09,35,558.0
873,PB000137_H17,7,HCT116,150.0,200.0,446325,PB000137,H17,35,1431.0
874,PB000138_G02,7,HCT116,143.0,173.0,434956,PB000138,G02,35,1540.0
875,PB000142_C05,7,HT29,19.0,23.0,66512,PB000142,C05,35,216.0
876,PB000137_N15,7,HCT116,142.0,210.0,432495,PB000137,N15,35,1383.0
877,PB000137_M23,7,HCT116,158.0,197.0,508561,PB000137,M23,35,1559.0
878,PB000138_N15,7,HCT116,175.0,226.0,506370,PB000138,N15,35,1713.0
879,PB000140_E13,7,HT29,125.0,154.0,459071,PB000140,E13,35,1352.0
880,PB000138_F20,7,HCT116,165.0,204.0,509798,PB000138,F20,35,1585.0
881,PB000141_J14,7,HT29,82.0,105.0,289095,PB000141,J14,35,889.0
882,PB000138_M23,7,HCT116,168.0,222.0,528716,PB000138,M23,35,1644.0
883,PB000138_L18,7,HCT116,155.0,205.0,479401,PB000138,L18,35,1728.0
884,PB000137_L18,7,HCT116,172.0,219.0,505707,PB000137,L18,35,1787.0
885,PB000138_F06,7,HCT116,145.0,171.0,409361,PB000138,F06,35,1383.0
886,PB000141_C05,7,HT29,98.0,122.0,356031,PB000141,C05,35,1062.0
887,PB000137_G13,7,HCT116,148.0,210.0,447865,PB000137,G13,35,1660.0
888,PB000141_I21,7,HT29,95.0,132.0,337914,PB000141,I21,35,955.0
889,PB000141_K11,7,HT29,106.0,139.0,382203,PB000141,K11,35,1102.0
890,PB000142_J03,7,HT29,20.0,30.0,72405,PB000142,J03,35,254.0
891,PB000141_H10,7,HT29,64.0,86.5,220128,PB000141,H10,35,634.0
892,PB000140_O18,7,HT29,98.0,118.0,353168,PB000140,O18,35,1011.0
893,PB000139_I17,7,HT29,86.0,111.0,320048,PB000139,I17,35,889.0
894,PB000141_G13,7,HT29,108.0,143.0,379196,PB000141,G13,35,1164.0
895,PB000137_D12,7,HCT116,174.0,220.5,531746,PB000137,D12,35,1813.0
896,PB000142_E16,7,HT29,54.0,67.0,179974,PB000142,E16,35,528.0
897,PB000140_I06,7,HCT116,166.0,229.0,503850,PB000140,I06,35,1621.0
898,PB000142_N15,7,HT29,91.0,118.0,328389,PB000142,N15,35,941.0
899,PB000140_N16,7,HT29,95.0,121.5,353187,PB000140,N16,35,986.0
900,PB000140_K20,7,HT29,100.0,119.0,381964,PB000140,K20,35,1061.0
901,PB000138_H17,7,HCT116,48.0,61.0,126242,PB000138,H17,35,522.0
902,PB000137_G02,7,HCT116,123.0,156.0,388381,PB000137,G02,35,1310.0
903,PB000137_G02,8,HCT116,137.0,183.0,435490,PB000137,G02,40,1310.0
904,PB000138_H17,8,HCT116,34.0,45.0,100841,PB000138,H17,40,522.0
905,PB000140_G03,8,HCT116,120.0,153.0,374419,PB000140,G03,40,1262.0
906,PB000140_N16,8,HT29,99.0,130.0,358903,PB000140,N16,40,986.0
907,PB000140_I06,8,HCT116,159.0,219.0,472899,PB000140,I06,40,1621.0
908,PB000140_O22,8,HT29,81.0,111.5,310364,PB000140,O22,40,821.0
909,PB000142_G13,8,HT29,103.0,127.0,374565,PB000142,G13,40,898.0
910,PB000140_E13,8,HT29,129.0,161.0,452872,PB000140,E13,40,1352.0
911,PB000137_O09,8,HCT116,200.0,247.0,585064,PB000137,O09,40,1928.0
912,PB000140_I17,8,HT29,105.0,121.5,350053,PB000140,I17,40,903.0
913,PB000141_H10,8,HT29,61.0,85.0,223874,PB000141,H10,40,634.0
914,PB000139_N05,8,HCT116,101.0,135.0,304148,PB000139,N05,40,975.0
915,PB000139_O11,8,HCT116,169.0,218.0,497746,PB000139,O11,40,1527.0
916,PB000137_L18,8,HCT116,167.0,215.0,516810,PB000137,L18,40,1787.0
917,PB000137_K11,8,HCT116,145.0,190.0,416835,PB000137,K11,40,1401.0
918,PB000137_H10,8,HCT116,122.0,167.0,384542,PB000137,H10,40,1161.0
919,PB000137_M23,8,HCT116,166.0,217.33333333333334,531233,PB000137,M23,40,1559.0
920,PB000139_O22,8,HT29,95.0,128.0,300619,PB000139,O22,40,911.0
921,PB000138_D12,8,HCT116,200.0,257.5,579502,PB000138,D12,40,1785.0
922,PB000142_J14,8,HT29,76.0,112.5,279328,PB000142,J14,40,810.0
923,PB000137_F20,8,HCT116,172.0,227.0,487299,PB000137,F20,40,1721.0
924,PB000141_K11,8,HT29,111.0,137.5,360934,PB000141,K11,40,1102.0
925,PB000137_L07,8,HCT116,114.0,166.5,368387,PB000137,L07,40,1401.0
926,PB000138_H10,8,HCT116,163.0,206.0,504097,PB000138,H10,40,1739.0
927,PB000140_K09,8,HCT116,131.0,186.5,405771,PB000140,K09,40,1513.0
928,PB000142_D12,8,HT29,120.0,154.5,395774,PB000142,D12,40,1098.0
929,PB000139_C10,8,HCT116,122.0,165.0,375942,PB000139,C10,40,1344.0
930,PB000139_I06,8,HCT116,135.0,180.0,424850,PB000139,I06,40,1525.0
931,PB000137_D12,8,HCT116,178.0,215.0,519648,PB000137,D12,40,1813.0
932,PB000139_H12,8,HCT116,181.0,237.0,558289,PB000139,H12,40,1663.0
933,PB000141_F06,8,HT29,106.0,138.0,378019,PB000141,F06,40,1068.0
934,PB000137_F06,8,HCT116,147.0,203.0,434093,PB000137,F06,40,1377.0
935,PB000141_H17,8,HT29,109.0,141.0,352500,PB000141,H17,40,1074.0
936,PB000140_B04,8,HCT116,70.0,85.0,232407,PB000140,B04,40,855.0
937,PB000142_E16,8,HT29,51.0,68.5,168362,PB000142,E16,40,528.0
938,PB000138_N15,8,HCT116,164.0,201.0,494517,PB000138,N15,40,1713.0
939,PB000142_N15,8,HT29,100.0,124.0,357794,PB000142,N15,40,941.0
940,PB000137_J03,8,HCT116,155.0,205.5,476009,PB000137,J03,40,1619.0
941,PB000140_O18,8,HT29,99.0,131.0,373228,PB000140,O18,40,1011.0
942,PB000138_I21,8,HCT116,153.0,194.0,473483,PB000138,I21,40,1440.0
943,PB000139_E13,8,HT29,117.0,134.0,413223,PB000139,E13,40,1102.0
944,PB000142_F06,8,HT29,91.0,118.0,299234,PB000142,F06,40,915.0
945,PB000139_K09,8,HCT116,130.0,170.5,418539,PB000139,K09,40,1341.0
946,PB000138_F20,8,HCT116,170.0,209.0,514871,PB000138,F20,40,1585.0
947,PB000140_H23,8,HT29,98.0,133.5,345622,PB000140,H23,40,1092.0
948,PB000140_O11,8,HCT116,139.0,180.0,435831,PB000140,O11,40,1553.0
949,PB000141_O09,8,HT29,150.0,190.5,450053,PB000141,O09,40,1362.0
950,PB000142_K11,8,HT29,99.0,119.5,318872,PB000142,K11,40,970.0
951,PB000137_H17,8,HCT116,164.0,219.0,484219,PB000137,H17,40,1431.0
952,PB000141_M23,8,HT29,100.0,130.0,337750,PB000141,M23,40,945.0
953,PB000141_G13,8,HT29,109.0,145.0,354784,PB000141,G13,40,1164.0
954,PB000141_E16,8,HT29,104.0,131.0,317324,PB000141,E16,40,961.0
955,PB000142_M23,8,HT29,72.0,89.0,245995,PB000142,M23,40,678.0
956,PB000140_B15,8,HT29,56.0,71.0,209070,PB000140,B15,40,596.0
957,PB000139_N16,8,HT29,98.0,125.0,321858,PB000139,N16,40,930.0
958,PB000141_L07,8,HT29,81.0,108.0,271099,PB000141,L07,40,826.0
959,PB000141_B22,8,HT29,17.0,19.0,60053,PB000141,B22,40,131.0
960,PB000137_E16,8,HCT116,144.0,181.0,416605,PB000137,E16,40,1422.0
961,PB000141_C05,8,HT29,105.0,132.0,348075,PB000141,C05,40,1062.0
962,PB000137_C05,8,HCT116,187.0,239.0,576730,PB000137,C05,40,1949.0
963,PB000140_H12,8,HCT116,127.0,166.0,397127,PB000140,H12,40,1359.0
964,PB000138_J14,8,HCT116,160.0,212.5,501640,PB000138,J14,40,1641.0
965,PB000138_G02,8,HCT116,146.0,172.0,440320,PB000138,G02,40,1540.0
966,PB000138_F06,8,HCT116,139.0,180.0,416810,PB000138,F06,40,1383.0
967,PB000142_N04,8,HT29,110.0,137.5,353389,PB000142,N04,40,1007.0
968,PB000137_I21,8,HCT116,136.0,184.0,414256,PB000137,I21,40,1320.0
969,PB000142_H10,8,HT29,64.0,93.0,234425,PB000142,H10,40,661.0
970,PB000141_D12,8,HT29,108.0,135.0,348750,PB000141,D12,40,977.0
971,PB000140_E02,8,HCT116,169.0,210.0,555923,PB000140,E02,40,1830.0
972,PB000140_O07,8,HCT116,124.0,157.0,403203,PB000140,O07,40,1257.0
973,PB000139_G14,8,HT29,111.0,151.5,376576,PB000139,G14,40,1127.0
974,PB000141_N15,8,HT29,124.0,152.0,390157,PB000141,N15,40,1083.0
975,PB000139_O18,8,HT29,67.0,91.5,236490,PB000139,O18,40,701.0
976,PB000141_L18,8,HT29,107.0,137.0,370355,PB000141,L18,40,1036.0
