Metadata_PlateWell,Metadata_Site,Metadata_cell_line,ObjectNumber_cytoplasm,ObjectNumber_nuclei,AreaShape_Area_cytoplasm,Metadata_Barcode,Metadata_Well,z_um
PB000142_H17,6,HT29,40.0,52.5,135141,PB000142,H17,30
PB000137_H10,6,HCT116,96.0,133.0,289977,PB000137,H10,30
PB000137_F06,6,HCT116,135.0,186.0,381779,PB000137,F06,30
PB000139_I06,6,HCT116,145.0,184.0,435361,PB000139,I06,30
PB000142_O09,6,HT29,74.0,85.0,262584,PB000142,O09,30
PB000140_B15,6,HT29,45.0,57.0,160351,PB000140,B15,30
PB000140_H23,6,HT29,93.0,114.0,325360,PB000140,H23,30
PB000138_M23,6,HCT116,154.0,181.0,489098,PB000138,M23,30
PB000142_F06,6,HT29,87.0,110.0,302479,PB000142,F06,30
PB000140_O07,6,HCT116,119.0,157.0,402300,PB000140,O07,30
PB000137_L18,6,HCT116,169.0,222.0,508914,PB000137,L18,30
PB000141_M23,6,HT29,76.0,109.5,290743,PB000141,M23,30
PB000138_J03,6,HCT116,166.0,204.0,503199,PB000138,J03,30
PB000140_K09,6,HCT116,143.0,204.0,448462,PB000140,K09,30
PB000141_J14,6,HT29,75.0,98.0,279439,PB000141,J14,30
PB000138_F20,6,HCT116,154.0,194.0,490294,PB000138,F20,30
PB000140_N05,6,HCT116,162.0,214.0,520400,PB000140,N05,30
PB000140_O18,6,HT29,88.0,110.0,335730,PB000140,O18,30
PB000142_K11,6,HT29,88.0,113.0,325751,PB000142,K11,30
PB000137_G13,7,HCT116,148.0,210.0,447865,PB000137,G13,35
PB000138_G02,7,HCT116,143.0,173.0,434956,PB000138,G02,35
PB000138_H17,7,HCT116,48.0,61.0,126242,PB000138,H17,35
PB000141_K11,7,HT29,106.0,139.0,382203,PB000141,K11,35
PB000138_F06,7,HCT116,145.0,171.0,409361,PB000138,F06,35
PB000142_F20,7,HT29,78.0,106.0,295967,PB000142,F20,35
PB000141_E16,7,HT29,82.0,107.0,283852,PB000141,E16,35
PB000138_E16,7,HCT116,159.0,198.0,496476,PB000138,E16,35
PB000141_N15,7,HT29,100.0,137.0,340922,PB000141,N15,35
PB000139_O18,7,HT29,67.0,89.0,238812,PB000139,O18,35
PB000141_L07,7,HT29,72.0,103.0,266429,PB000141,L07,35
PB000137_F20,7,HCT116,174.0,222.5,483316,PB000137,F20,35
PB000138_I21,7,HCT116,150.0,204.0,471470,PB000138,I21,35
PB000138_H10,7,HCT116,168.0,213.0,488747,PB000138,H10,35
PB000141_I21,7,HT29,95.0,132.0,337914,PB000141,I21,35
PB000137_D12,7,HCT116,174.0,220.5,531746,PB000137,D12,35
PB000138_J14,7,HCT116,162.0,214.0,488115,PB000138,J14,35
PB000139_K09,7,HCT116,132.0,178.0,392672,PB000139,K09,35
PB000139_N05,7,HCT116,87.0,119.66666666666667,254061,PB000139,N05,35
PB000138_M23,7,HCT116,168.0,222.0,528716,PB000138,M23,35
PB000142_O09,7,HT29,74.0,92.5,270498,PB000142,O09,35
PB000138_D12,7,HCT116,175.0,227.5,560027,PB000138,D12,35
PB000139_O11,7,HCT116,158.0,200.5,461631,PB000139,O11,35
PB000142_B22,7,HT29,53.0,70.0,201952,PB000142,B22,35
PB000137_E16,7,HCT116,131.0,174.5,394494,PB000137,E16,35
PB000140_N16,7,HT29,95.0,121.5,353187,PB000140,N16,35
PB000138_K11,7,HCT116,50.0,63.0,130988,PB000138,K11,35
PB000138_N04,7,HCT116,14.0,18.0,53501,PB000138,N04,35
PB000141_G13,7,HT29,108.0,143.0,379196,PB000141,G13,35
PB000137_H17,7,HCT116,150.0,200.0,446325,PB000137,H17,35
PB000140_E13,7,HT29,125.0,154.0,459071,PB000140,E13,35
PB000138_J03,7,HCT116,147.0,184.0,462896,PB000138,J03,35
PB000137_G02,7,HCT116,123.0,156.0,388381,PB000137,G02,35
PB000141_H10,7,HT29,64.0,86.5,220128,PB000141,H10,35
PB000141_B22,7,HT29,15.0,19.0,52568,PB000141,B22,35
PB000142_N15,7,HT29,91.0,118.0,328389,PB000142,N15,35
PB000142_M23,7,HT29,66.0,95.0,244787,PB000142,M23,35
PB000139_O07,7,HCT116,112.0,155.0,326854,PB000139,O07,35
PB000140_I17,7,HT29,86.0,114.0,306192,PB000140,I17,35
PB000137_K11,7,HCT116,138.0,188.0,410357,PB000137,K11,35
PB000138_B22,7,HCT116,159.0,188.0,459060,PB000138,B22,35
PB000137_N15,7,HCT116,142.0,210.0,432495,PB000137,N15,35
PB000137_O09,7,HCT116,182.0,242.0,551905,PB000137,O09,35
PB000140_C10,7,HCT116,139.0,190.0,418878,PB000140,C10,35
PB000141_O09,7,HT29,130.0,172.0,430279,PB000141,O09,35
PB000141_F06,7,HT29,94.0,114.0,352699,PB000141,F06,35
PB000142_K11,7,HT29,98.0,126.0,336674,PB000142,K11,35
PB000142_H17,7,HT29,37.0,43.0,133645,PB000142,H17,35
PB000140_O07,7,HCT116,111.0,151.5,368990,PB000140,O07,35
PB000140_I06,7,HCT116,166.0,229.0,503850,PB000140,I06,35
PB000140_B04,7,HCT116,82.0,94.0,263235,PB000140,B04,35
PB000140_O22,7,HT29,77.0,107.0,286407,PB000140,O22,35
PB000142_L18,7,HT29,59.0,86.33333333333333,218049,PB000142,L18,35
PB000140_E02,7,HCT116,179.0,221.0,568668,PB000140,E02,35
PB000139_B04,7,HCT116,118.0,154.0,358559,PB000139,B04,35
PB000141_C05,7,HT29,98.0,122.0,356031,PB000141,C05,35
PB000142_J14,7,HT29,70.0,101.0,251297,PB000142,J14,35
PB000140_O18,7,HT29,98.0,118.0,353168,PB000140,O18,35
PB000138_G13,7,HCT116,165.0,196.0,504182,PB000138,G13,35
PB000137_I21,7,HCT116,128.0,163.0,385436,PB000137,I21,35
PB000137_H10,7,HCT116,121.0,155.0,367843,PB000137,H10,35
PB000142_J03,7,HT29,20.0,30.0,72405,PB000142,J03,35
PB000138_C05,7,HCT116,170.0,209.0,494006,PB000138,C05,35
PB000137_L18,7,HCT116,172.0,219.0,505707,PB000137,L18,35
PB000139_O22,7,HT29,85.0,116.0,283077,PB000139,O22,35
PB000142_F06,7,HT29,87.0,119.33333333333333,317089,PB000142,F06,35
PB000137_F06,7,HCT116,132.0,183.0,356909,PB000137,F06,35
PB000141_M23,7,HT29,83.0,116.0,299117,PB000141,M23,35
PB000142_G13,7,HT29,94.0,116.0,359780,PB000142,G13,35
PB000141_G02,7,HT29,98.0,132.0,351817,PB000141,G02,35
PB000140_G14,7,HT29,112.0,136.0,437037,PB000140,G14,35
PB000138_L07,7,HCT116,162.0,195.0,493892,PB000138,L07,35
PB000140_G03,7,HCT116,124.0,164.0,382227,PB000140,G03,35
PB000137_J03,7,HCT116,160.0,214.0,497315,PB000137,J03,35
PB000138_L18,7,HCT116,155.0,205.0,479401,PB000138,L18,35
PB000139_G14,7,HT29,99.0,130.0,346364,PB000139,G14,35
PB000139_N16,7,HT29,85.0,118.0,325316,PB000139,N16,35
PB000140_B15,7,HT29,59.0,68.0,212670,PB000140,B15,35
PB000141_D12,7,HT29,91.0,112.0,325525,PB000141,D12,35
PB000140_K09,7,HCT116,136.0,184.5,405171,PB000140,K09,35
PB000142_D12,7,HT29,107.0,133.5,386585,PB000142,D12,35
PB000139_I17,7,HT29,86.0,111.0,320048,PB000139,I17,35
PB000139_G03,7,HCT116,124.0,163.0,384282,PB000139,G03,35
PB000141_J14,7,HT29,82.0,105.0,289095,PB000141,J14,35
PB000137_J14,7,HCT116,156.0,192.5,487827,PB000137,J14,35
PB000142_I21,7,HT29,44.0,60.0,149403,PB000142,I21,35
PB000139_H12,7,HCT116,166.0,205.5,542985,PB000139,H12,35
PB000139_B15,7,HT29,93.0,108.0,309449,PB000139,B15,35
PB000137_B22,7,HCT116,83.0,101.0,272968,PB000137,B22,35
PB000139_C10,7,HCT116,138.0,166.5,401245,PB000139,C10,35
PB000142_L07,7,HT29,77.0,103.5,256727,PB000142,L07,35
PB000140_H12,7,HCT116,133.0,161.0,398238,PB000140,H12,35
PB000140_O11,7,HCT116,141.0,177.0,450028,PB000140,O11,35
PB000140_K20,7,HT29,100.0,119.0,381964,PB000140,K20,35
PB000139_E13,7,HT29,107.0,129.0,378587,PB000139,E13,35
PB000139_K20,7,HT29,50.0,68.0,175952,PB000139,K20,35
PB000141_H17,7,HT29,97.0,125.0,324055,PB000141,H17,35
PB000140_H23,7,HT29,105.0,140.0,351571,PB000140,H23,35
PB000139_I06,7,HCT116,138.0,176.0,421299,PB000139,I06,35
PB000137_M23,7,HCT116,158.0,197.0,508561,PB000137,M23,35
PB000142_H10,7,HT29,61.0,81.0,208634,PB000142,H10,35
PB000138_O09,7,HCT116,67.0,80.0,196878,PB000138,O09,35
PB000142_E16,7,HT29,54.0,67.0,179974,PB000142,E16,35
PB000141_L18,7,HT29,95.0,128.0,338766,PB000141,L18,35
PB000137_C05,7,HCT116,179.0,223.0,571526,PB000137,C05,35
PB000138_N15,7,HCT116,175.0,226.0,506370,PB000138,N15,35
PB000142_C05,7,HT29,19.0,23.0,66512,PB000142,C05,35
PB000138_F20,7,HCT116,165.0,204.0,509798,PB000138,F20,35
PB000137_L07,7,HCT116,127.0,166.0,396705,PB000137,L07,35
PB000142_N04,7,HT29,104.0,133.0,345595,PB000142,N04,35
PB000139_H23,7,HT29,33.0,40.0,125057,PB000139,H23,35
PB000139_C21,7,HT29,62.0,82.0,215185,PB000139,C21,35
PB000140_N05,7,HCT116,176.0,227.0,546352,PB000140,N05,35
PB000137_G13,8,HCT116,158.0,213.0,475336,PB000137,G13,40
PB000141_G02,8,HT29,97.0,128.5,345806,PB000141,G02,40
PB000137_M23,8,HCT116,166.0,217.33333333333334,531233,PB000137,M23,40
PB000137_E16,8,HCT116,144.0,181.0,416605,PB000137,E16,40
PB000142_K11,8,HT29,99.0,119.5,318872,PB000142,K11,40
PB000137_D12,8,HCT116,178.0,215.0,519648,PB000137,D12,40
PB000140_H12,8,HCT116,127.0,166.0,397127,PB000140,H12,40
PB000138_J14,8,HCT116,160.0,212.5,501640,PB000138,J14,40
PB000141_E16,8,HT29,104.0,131.0,317324,PB000141,E16,40
PB000137_O09,8,HCT116,200.0,247.0,585064,PB000137,O09,40
PB000138_F06,8,HCT116,139.0,180.0,416810,PB000138,F06,40
PB000141_L07,8,HT29,81.0,108.0,271099,PB000141,L07,40
PB000137_C05,8,HCT116,187.0,239.0,576730,PB000137,C05,40
PB000141_H17,8,HT29,109.0,141.0,352500,PB000141,H17,40
PB000142_H17,8,HT29,43.0,53.0,142915,PB000142,H17,40
PB000138_D12,8,HCT116,200.0,257.5,579502,PB000138,D12,40
PB000142_D12,8,HT29,120.0,154.5,395774,PB000142,D12,40
PB000139_C10,8,HCT116,122.0,165.0,375942,PB000139,C10,40
PB000142_F06,8,HT29,91.0,118.0,299234,PB000142,F06,40
PB000141_M23,8,HT29,100.0,130.0,337750,PB000141,M23,40
PB000141_K11,8,HT29,111.0,137.5,360934,PB000141,K11,40
PB000140_E13,8,HT29,129.0,161.0,452872,PB000140,E13,40
PB000137_G02,8,HCT116,137.0,183.0,435490,PB000137,G02,40
PB000137_L18,8,HCT116,167.0,215.0,516810,PB000137,L18,40
PB000142_H10,8,HT29,64.0,93.0,234425,PB000142,H10,40
PB000139_K09,8,HCT116,130.0,170.5,418539,PB000139,K09,40
PB000137_K11,8,HCT116,145.0,190.0,416835,PB000137,K11,40
PB000140_B04,8,HCT116,70.0,85.0,232407,PB000140,B04,40
PB000141_B22,8,HT29,17.0,19.0,60053,PB000141,B22,40
PB000140_C10,8,HCT116,156.0,190.0,452927,PB000140,C10,40
PB000138_H17,8,HCT116,34.0,45.0,100841,PB000138,H17,40
PB000142_C05,8,HT29,17.0,19.0,57740,PB000142,C05,40
PB000137_H17,8,HCT116,164.0,219.0,484219,PB000137,H17,40
PB000139_B15,8,HT29,101.0,124.0,337635,PB000139,B15,40
PB000139_B04,8,HCT116,117.0,153.0,337503,PB000139,B04,40
PB000139_H23,8,HT29,36.0,47.0,131760,PB000139,H23,40
PB000142_F20,8,HT29,81.0,116.0,317388,PB000142,F20,40
PB000139_G03,8,HCT116,143.0,188.0,444560,PB000139,G03,40
PB000142_N04,8,HT29,110.0,137.5,353389,PB000142,N04,40
PB000140_B15,8,HT29,56.0,71.0,209070,PB000140,B15,40
PB000139_H12,8,HCT116,181.0,237.0,558289,PB000139,H12,40
PB000140_O22,8,HT29,81.0,111.5,310364,PB000140,O22,40
PB000138_G13,8,HCT116,170.0,206.0,521729,PB000138,G13,40
PB000140_N16,8,HT29,99.0,130.0,358903,PB000140,N16,40
PB000142_E16,8,HT29,51.0,68.5,168362,PB000142,E16,40
PB000142_I21,8,HT29,42.0,51.5,140161,PB000142,I21,40
PB000140_O11,8,HCT116,139.0,180.0,435831,PB000140,O11,40
PB000141_D12,8,HT29,108.0,135.0,348750,PB000141,D12,40
PB000139_G14,8,HT29,111.0,151.5,376576,PB000139,G14,40
PB000140_K20,8,HT29,107.0,139.0,400347,PB000140,K20,40
PB000140_K09,8,HCT116,131.0,186.5,405771,PB000140,K09,40
PB000142_J14,8,HT29,76.0,112.5,279328,PB000142,J14,40
PB000139_I17,8,HT29,84.0,109.0,298587,PB000139,I17,40
PB000141_L18,8,HT29,107.0,137.0,370355,PB000141,L18,40
PB000141_G13,8,HT29,109.0,145.0,354784,PB000141,G13,40
PB000138_I21,8,HCT116,153.0,194.0,473483,PB000138,I21,40
PB000142_B22,8,HT29,56.0,79.0,203788,PB000142,B22,40
PB000138_L18,8,HCT116,143.0,192.0,442083,PB000138,L18,40
PB000141_H10,8,HT29,61.0,85.0,223874,PB000141,H10,40
PB000141_O09,8,HT29,150.0,190.5,450053,PB000141,O09,40
PB000139_O11,8,HCT116,169.0,218.0,497746,PB000139,O11,40
PB000139_N16,8,HT29,98.0,125.0,321858,PB000139,N16,40
PB000139_N05,8,HCT116,101.0,135.0,304148,PB000139,N05,40
PB000137_J14,8,HCT116,175.0,214.0,522297,PB000137,J14,40
PB000140_H23,8,HT29,98.0,133.5,345622,PB000140,H23,40
PB000138_C05,8,HCT116,159.0,190.5,463795,PB000138,C05,40
PB000137_J03,8,HCT116,155.0,205.5,476009,PB000137,J03,40
PB000138_O09,8,HCT116,64.0,74.0,194782,PB000138,O09,40
PB000139_O18,8,HT29,67.0,91.5,236490,PB000139,O18,40
PB000138_E16,8,HCT116,176.0,214.0,522755,PB000138,E16,40
PB000138_H10,8,HCT116,163.0,206.0,504097,PB000138,H10,40
PB000141_F06,8,HT29,106.0,138.0,378019,PB000141,F06,40
PB000142_L07,8,HT29,77.0,101.0,229153,PB000142,L07,40
PB000140_I06,8,HCT116,159.0,219.0,472899,PB000140,I06,40
PB000140_I17,8,HT29,105.0,121.5,350053,PB000140,I17,40
PB000137_B22,8,HCT116,85.0,105.0,283545,PB000137,B22,40
PB000142_O09,8,HT29,86.0,115.0,297225,PB000142,O09,40
PB000139_O07,8,HCT116,110.0,150.5,329886,PB000139,O07,40
PB000137_H10,8,HCT116,122.0,167.0,384542,PB000137,H10,40
PB000141_I21,8,HT29,96.0,131.0,341562,PB000141,I21,40
PB000138_N04,8,HCT116,10.0,12.0,33459,PB000138,N04,40
PB000140_E02,8,HCT116,169.0,210.0,555923,PB000140,E02,40
PB000139_E13,8,HT29,117.0,134.0,413223,PB000139,E13,40
PB000141_N15,8,HT29,124.0,152.0,390157,PB000141,N15,40
PB000141_J14,8,HT29,88.0,116.0,316226,PB000141,J14,40
PB000137_F06,8,HCT116,147.0,203.0,434093,PB000137,F06,40
PB000138_G02,8,HCT116,146.0,172.0,440320,PB000138,G02,40
PB000138_J03,8,HCT116,167.0,196.0,502273,PB000138,J03,40
PB000142_G13,8,HT29,103.0,127.0,374565,PB000142,G13,40
PB000140_O18,8,HT29,99.0,131.0,373228,PB000140,O18,40
PB000140_N05,8,HCT116,170.0,226.0,511487,PB000140,N05,40
PB000139_O22,8,HT29,95.0,128.0,300619,PB000139,O22,40
PB000140_G14,8,HT29,120.0,145.0,439482,PB000140,G14,40
PB000137_N15,8,HCT116,143.0,201.0,445588,PB000137,N15,40
PB000138_F20,8,HCT116,170.0,209.0,514871,PB000138,F20,40
PB000140_O07,8,HCT116,124.0,157.0,403203,PB000140,O07,40
PB000138_L07,8,HCT116,165.0,216.0,499186,PB000138,L07,40
PB000139_I06,8,HCT116,135.0,180.0,424850,PB000139,I06,40
PB000141_C05,8,HT29,105.0,132.0,348075,PB000141,C05,40
PB000137_F20,8,HCT116,172.0,227.0,487299,PB000137,F20,40
PB000137_I21,8,HCT116,136.0,184.0,414256,PB000137,I21,40
PB000138_K11,8,HCT116,46.0,57.0,115503,PB000138,K11,40
PB000139_C21,8,HT29,66.0,86.0,215915,PB000139,C21,40
PB000142_N15,8,HT29,100.0,124.0,357794,PB000142,N15,40
PB000142_M23,8,HT29,72.0,89.0,245995,PB000142,M23,40
PB000142_J03,8,HT29,26.0,33.0,99101,PB000142,J03,40
PB000137_L07,8,HCT116,114.0,166.5,368387,PB000137,L07,40
PB000138_M23,8,HCT116,175.0,209.66666666666666,509324,PB000138,M23,40
PB000140_G03,8,HCT116,120.0,153.0,374419,PB000140,G03,40
PB000138_N15,8,HCT116,164.0,201.0,494517,PB000138,N15,40
PB000138_B22,8,HCT116,153.0,194.5,432720,PB000138,B22,40
PB000139_K20,8,HT29,42.0,52.0,152565,PB000139,K20,40
PB000142_L18,8,HT29,66.0,91.0,256395,PB000142,L18,40
PB000138_B22,9,HCT116,148.0,184.0,402145,PB000138,B22,45
PB000138_G13,9,HCT116,169.0,216.0,516932,PB000138,G13,45
PB000142_O09,9,HT29,85.0,111.0,270969,PB000142,O09,45
PB000139_C10,9,HCT116,125.0,159.66666666666666,384044,PB000139,C10,45
PB000140_O11,9,HCT116,147.0,187.5,453979,PB000140,O11,45
PB000140_B04,9,HCT116,82.0,100.0,261809,PB000140,B04,45
PB000140_K09,9,HCT116,131.0,172.0,391692,PB000140,K09,45
PB000139_C21,9,HT29,62.0,82.0,197120,PB000139,C21,45
PB000142_C05,9,HT29,19.0,22.0,69011,PB000142,C05,45
PB000138_F06,9,HCT116,143.0,187.0,451348,PB000138,F06,45
PB000139_I06,9,HCT116,154.0,192.0,453345,PB000139,I06,45
PB000137_K11,9,HCT116,150.0,214.0,458666,PB000137,K11,45
PB000138_M23,9,HCT116,172.0,217.0,527339,PB000138,M23,45
PB000139_G14,9,HT29,123.0,160.0,384083,PB000139,G14,45
PB000137_L18,9,HCT116,168.0,220.0,516594,PB000137,L18,45
PB000139_G03,9,HCT116,149.0,191.0,470184,PB000139,G03,45
PB000139_K09,9,HCT116,127.0,184.0,427607,PB000139,K09,45
PB000141_J14,9,HT29,97.0,130.0,343733,PB000141,J14,45
PB000137_I21,9,HCT116,135.0,169.0,415339,PB000137,I21,45
PB000141_G02,9,HT29,86.0,120.5,312720,PB000141,G02,45
PB000141_M23,9,HT29,93.0,130.0,314912,PB000141,M23,45
PB000141_K11,9,HT29,128.0,144.0,394213,PB000141,K11,45
PB000142_D12,9,HT29,125.0,160.0,411611,PB000142,D12,45
PB000138_N04,9,HCT116,8.0,11.5,25408,PB000138,N04,45
PB000140_E02,9,HCT116,183.0,229.0,555765,PB000140,E02,45
PB000137_O09,9,HCT116,196.0,232.0,584883,PB000137,O09,45
PB000140_N16,9,HT29,101.0,130.0,359755,PB000140,N16,45
PB000141_D12,9,HT29,119.0,141.0,377749,PB000141,D12,45
PB000140_H23,9,HT29,107.0,141.0,364228,PB000140,H23,45
PB000140_O22,9,HT29,86.0,114.66666666666667,318619,PB000140,O22,45
PB000137_B22,9,HCT116,89.0,109.0,276209,PB000137,B22,45
PB000142_J03,9,HT29,22.0,27.5,84572,PB000142,J03,45
PB000139_N05,9,HCT116,104.0,141.0,313102,PB000139,N05,45
PB000138_N15,9,HCT116,163.0,205.0,491136,PB000138,N15,45
PB000141_H10,9,HT29,55.0,81.0,198451,PB000141,H10,45
PB000142_F06,9,HT29,95.0,124.0,310020,PB000142,F06,45
PB000137_C05,9,HCT116,186.0,249.0,582594,PB000137,C05,45
PB000138_L07,9,HCT116,156.0,207.0,472367,PB000138,L07,45
PB000140_E13,9,HT29,124.0,173.5,456403,PB000140,E13,45
PB000137_G13,9,HCT116,161.0,217.0,490614,PB000137,G13,45
PB000137_F06,9,HCT116,149.0,203.0,438057,PB000137,F06,45
PB000139_I17,9,HT29,81.0,101.0,295176,PB000139,I17,45
PB000140_G03,9,HCT116,112.0,142.0,345435,PB000140,G03,45
PB000141_L18,9,HT29,113.0,159.0,380509,PB000141,L18,45
PB000138_C05,9,HCT116,159.0,204.0,454955,PB000138,C05,45
PB000138_L18,9,HCT116,157.0,204.0,458960,PB000138,L18,45
PB000139_H23,9,HT29,28.0,37.0,107285,PB000139,H23,45
PB000142_L07,9,HT29,68.0,88.0,207999,PB000142,L07,45
PB000138_K11,9,HCT116,33.0,42.0,79713,PB000138,K11,45
PB000137_G02,9,HCT116,135.0,181.0,425273,PB000137,G02,45
PB000139_B15,9,HT29,98.0,133.0,330556,PB000139,B15,45
PB000142_N15,9,HT29,105.0,130.0,356214,PB000142,N15,45
PB000141_E16,9,HT29,101.0,131.0,318335,PB000141,E16,45
PB000137_H10,9,HCT116,121.0,167.0,395994,PB000137,H10,45
PB000138_O09,9,HCT116,59.0,76.0,177417,PB000138,O09,45
PB000140_I17,9,HT29,107.0,128.0,390394,PB000140,I17,45
PB000142_B22,9,HT29,67.0,89.0,237774,PB000142,B22,45
PB000142_J14,9,HT29,87.0,124.5,319658,PB000142,J14,45
PB000140_G14,9,HT29,149.0,188.0,495608,PB000140,G14,45
PB000140_C10,9,HCT116,147.0,183.0,432682,PB000140,C10,45
PB000141_C05,9,HT29,105.0,143.0,369704,PB000141,C05,45
PB000138_I21,9,HCT116,140.0,174.5,449971,PB000138,I21,45
PB000141_L07,9,HT29,82.0,119.0,290157,PB000141,L07,45
PB000142_E16,9,HT29,49.0,64.0,164583,PB000142,E16,45
PB000138_E16,9,HCT116,184.0,223.5,535910,PB000138,E16,45
PB000141_B22,9,HT29,8.0,9.0,27045,PB000141,B22,45
PB000137_N15,9,HCT116,148.0,199.0,452679,PB000137,N15,45
PB000140_O18,9,HT29,93.0,125.0,367579,PB000140,O18,45
PB000139_O18,9,HT29,72.0,94.5,255836,PB000139,O18,45
PB000142_H17,9,HT29,41.0,53.0,139818,PB000142,H17,45
PB000139_H12,9,HCT116,180.0,239.0,572301,PB000139,H12,45
PB000141_O09,9,HT29,145.0,184.0,464074,PB000141,O09,45
PB000138_J14,9,HCT116,151.0,196.0,464940,PB000138,J14,45
PB000140_N05,9,HCT116,179.0,223.5,553808,PB000140,N05,45
PB000139_E13,9,HT29,103.0,137.0,363754,PB000139,E13,45
PB000141_H17,9,HT29,123.0,158.0,378381,PB000141,H17,45
PB000137_H17,9,HCT116,143.0,200.0,428773,PB000137,H17,45
PB000141_I21,9,HT29,97.0,128.5,336647,PB000141,I21,45
PB000138_H17,9,HCT116,28.0,32.0,87266,PB000138,H17,45
PB000139_O11,9,HCT116,156.0,212.0,507002,PB000139,O11,45
PB000138_F20,9,HCT116,168.0,219.0,504833,PB000138,F20,45
PB000141_G13,9,HT29,120.0,150.0,387916,PB000141,G13,45
PB000137_F20,9,HCT116,170.0,221.0,483164,PB000137,F20,45
PB000140_K20,9,HT29,122.0,151.0,411490,PB000140,K20,45
PB000137_M23,9,HCT116,171.0,213.0,540085,PB000137,M23,45
PB000140_O07,9,HCT116,124.0,159.0,410506,PB000140,O07,45
PB000137_D12,9,HCT116,187.0,236.0,532300,PB000137,D12,45
PB000137_J14,9,HCT116,178.0,221.5,531348,PB000137,J14,45
PB000142_G13,9,HT29,104.0,135.0,353298,PB000142,G13,45
PB000139_O07,9,HCT116,97.0,134.5,304255,PB000139,O07,45
PB000137_J03,9,HCT116,164.0,206.0,495622,PB000137,J03,45
PB000141_F06,9,HT29,122.0,144.0,406836,PB000141,F06,45
PB000142_H10,9,HT29,71.0,97.5,242216,PB000142,H10,45
PB000141_N15,9,HT29,116.0,142.0,376273,PB000141,N15,45
PB000138_H10,9,HCT116,172.0,215.0,491831,PB000138,H10,45
PB000140_B15,9,HT29,66.0,74.0,215017,PB000140,B15,45
PB000138_G02,9,HCT116,142.0,169.0,441760,PB000138,G02,45
PB000139_O22,9,HT29,82.0,114.0,289173,PB000139,O22,45
PB000142_I21,9,HT29,41.0,54.5,141506,PB000142,I21,45
PB000142_L18,9,HT29,67.0,89.0,230932,PB000142,L18,45
PB000139_K20,9,HT29,45.0,57.0,161448,PB000139,K20,45
PB000137_L07,9,HCT116,126.0,166.0,403356,PB000137,L07,45
PB000142_F20,9,HT29,92.0,114.0,320010,PB000142,F20,45
PB000138_J03,9,HCT116,160.0,201.0,489718,PB000138,J03,45
PB000142_N04,9,HT29,114.0,146.5,363914,PB000142,N04,45
PB000139_B04,9,HCT116,122.0,156.0,357342,PB000139,B04,45
PB000142_K11,9,HT29,108.0,145.0,363768,PB000142,K11,45
PB000140_I06,9,HCT116,147.0,199.0,445531,PB000140,I06,45
PB000139_N16,9,HT29,113.0,140.0,361719,PB000139,N16,45
PB000140_H12,9,HCT116,126.0,167.0,417040,PB000140,H12,45
PB000142_M23,9,HT29,80.0,109.0,261144,PB000142,M23,45
PB000138_D12,9,HCT116,199.0,250.0,584847,PB000138,D12,45
PB000137_E16,9,HCT116,137.0,177.0,406278,PB000137,E16,45
PB000138_L18,10,HCT116,141.0,186.0,432638,PB000138,L18,50
PB000141_E16,10,HT29,94.0,130.0,314720,PB000141,E16,50
PB000139_B15,10,HT29,114.0,141.0,369931,PB000139,B15,50
PB000139_C10,10,HCT116,130.0,160.0,398508,PB000139,C10,50
PB000138_C05,10,HCT116,145.0,176.0,445665,PB000138,C05,50
PB000142_O09,10,HT29,97.0,119.0,286500,PB000142,O09,50
PB000140_E13,10,HT29,145.0,175.0,479003,PB000140,E13,50
PB000140_I17,10,HT29,104.0,138.0,393961,PB000140,I17,50
PB000137_F20,10,HCT116,173.0,226.0,493752,PB000137,F20,50
PB000141_H17,10,HT29,118.0,164.0,382584,PB000141,H17,50
PB000138_M23,10,HCT116,177.0,234.0,521229,PB000138,M23,50
PB000141_G02,10,HT29,111.0,145.0,383185,PB000141,G02,50
PB000140_K20,10,HT29,116.0,157.0,399498,PB000140,K20,50
PB000139_G03,10,HCT116,155.0,208.0,464880,PB000139,G03,50
PB000140_G03,10,HCT116,111.0,142.0,332497,PB000140,G03,50
PB000142_J14,10,HT29,91.0,121.0,297291,PB000142,J14,50
PB000137_H17,10,HCT116,160.0,217.0,481069,PB000137,H17,50
PB000141_I21,10,HT29,109.0,141.0,369141,PB000141,I21,50
PB000137_G02,10,HCT116,133.0,179.0,409075,PB000137,G02,50
PB000142_L07,10,HT29,62.0,88.0,204341,PB000142,L07,50
PB000138_F06,10,HCT116,155.0,209.0,464606,PB000138,F06,50
PB000141_H10,10,HT29,62.0,79.0,207709,PB000141,H10,50
PB000142_I21,10,HT29,46.0,55.5,151059,PB000142,I21,50
PB000141_L18,10,HT29,118.0,151.0,383764,PB000141,L18,50
PB000140_O18,10,HT29,102.0,130.0,374878,PB000140,O18,50
PB000137_F06,10,HCT116,148.0,201.0,421758,PB000137,F06,50
PB000138_I21,10,HCT116,132.0,173.0,425089,PB000138,I21,50
PB000138_G13,10,HCT116,179.0,234.0,535809,PB000138,G13,50
PB000141_K11,10,HT29,123.0,143.5,383254,PB000141,K11,50
PB000139_K09,10,HCT116,129.0,186.0,409954,PB000139,K09,50
PB000140_O11,10,HCT116,135.0,174.0,436343,PB000140,O11,50
PB000140_G14,10,HT29,164.0,197.5,506377,PB000140,G14,50
